++KVIDZAFromZGrid
<VARX> Q3Amplitude
60.624733 654.961609
66.126839 646.031982
70.009827 639.947998
77.369530 628.898010
84.836952 618.339966
93.487541 606.823669
101.616547 596.668152
112.013062 584.534912
136.563797 559.084351
163.625031 535.228088
191.372818 513.483765
222.522781 491.052917
249.167175 473.029114
277.417969 455.380219
306.394409 438.612579
335.292419 423.694946
362.783569 412.461945
389.139221 401.919556
415.930939 389.805267
443.979858 378.380768
471.677490 369.320374
499.508179 360.907288
527.207275 351.995209
555.098145 343.125427
582.279785 334.890045
609.677246 327.519318
637.663513 321.053406
665.624634 315.069580
698.051819 307.858429
730.291748 301.007507
762.898499 294.650421
795.389282 288.236420
827.880066 282.248688
860.370850 276.485565
892.861633 270.953094
925.352417 265.637695
957.843201 260.526825
990.333984 255.608902
1022.824768 250.873215
1055.315552 246.309814
+KVIDZALine
ID:Z=9 A=18
9	18
35
0.000000 978.080071
4.964053 956.073792
16.000002 907.150024
36.000004 848.713257
69.599998 783.481506
112.000000 725.044739
166.400009 667.966919
214.399994 624.479126
276.799988 576.914307
350.399994 532.067444
406.353424 502.152771
421.153687 495.176208
441.024902 484.855072
462.257080 475.262390
483.195343 467.942078
503.372345 459.535492
530.280334 447.844940
557.331543 438.333740
584.110535 428.085510
610.615906 418.241241
657.907288 403.068359
705.198669 388.512390
752.490051 375.018951
799.781433 362.431335
847.072815 350.661316
894.364197 339.631683
941.655579 329.274750
988.946961 319.531179
1036.238343 310.347403
1083.529725 301.676787
1130.821107 293.477489
1178.112489 285.712097
1225.403871 278.347056
1272.695253 271.352182
1304.000000 266.912113
+KVIDZALine
ID:Z=10 A=20
10	20
59
0.000000 1172.196846
5.334641 1144.806885
15.276471 1093.761963
28.370588 1048.722168
45.829411 1000.679871
76.624840 945.130981
100.562271 908.942017
109.775925 894.850464
120.850304 878.971375
139.887650 854.722412
159.197968 832.686584
181.692184 808.152283
202.811417 785.228210
222.581390 767.086121
242.324417 751.393982
262.962708 735.608398
282.874146 718.754456
305.073242 700.217407
327.736847 682.291199
353.391541 667.394958
377.333862 653.324341
400.288422 639.410217
422.798645 626.007385
446.719330 612.500977
470.030640 597.831726
496.707184 584.611633
522.733276 570.219177
546.898132 558.931885
571.154602 547.961792
596.175720 537.343201
621.233337 526.930176
646.290955 516.957764
671.348572 507.354553
696.406189 498.101624
721.463806 489.180145
746.521423 480.572662
771.579041 472.262817
796.636658 464.235474
821.694275 456.476471
846.751892 448.972565
871.809509 441.711365
896.867126 434.681339
921.924743 427.871534
946.982360 421.271805
972.039977 414.872580
997.097594 408.664857
1022.155211 402.640167
1047.212828 396.790533
1072.270445 391.108434
1097.328062 385.586775
1122.385679 380.218854
1147.443296 374.998340
1172.500913 369.919242
1197.558530 364.975891
1222.616147 360.162918
1247.673764 355.475230
1272.731381 350.908000
1297.788998 346.456643
1304.000000 345.370701
+KVIDZALine
ID:Z=11 A=22
11	22
20
0.000000 1331.803512
6.650329 1303.373535
19.346407 1249.098145
40.506538 1180.020386
75.571899 1107.653198
106.405228 1055.022461
155.375824 990.878845
201.323532 938.248169
273.872559 869.170349
335.539215 814.894958
421.388885 749.106628
507.238556 695.941282
593.088226 648.792505
678.937897 607.626871
764.787568 571.162241
850.637239 538.985102
936.486910 510.240088
1022.336581 484.405879
1108.186252 461.061647
1194.035923 439.863956
+KVIDZALine
ID:Z=12 A=24
12	24
53
0.000000 1534.823260
5.692811 1505.907349
15.209150 1457.570312
25.745098 1412.351807
39.764706 1367.133301
58.202614 1315.677734
80.115034 1268.984128
98.452438 1234.983154
117.486420 1207.170044
136.791824 1177.553467
156.841888 1148.944702
176.472443 1122.355469
199.806473 1093.997803
223.604355 1065.760620
246.463913 1040.379028
266.177399 1019.792725
288.387268 997.460693
310.776031 975.727112
333.164795 955.043762
355.553558 935.201538
377.942322 916.167053
400.331085 897.891968
422.719849 880.331665
445.108612 863.445068
467.497375 847.194092
489.886139 831.543579
512.274902 816.460754
534.663696 801.915405
557.052429 787.879211
579.441223 774.325928
601.830017 761.231014
624.218811 748.571668
646.607605 736.326488
668.996399 724.475474
691.385193 712.999897
713.773987 701.882194
736.162781 691.105881
758.551575 680.655471
780.940369 670.516401
803.329163 660.674961
825.717957 651.118236
848.106751 641.834047
870.495545 632.810898
892.884339 624.037935
915.273133 615.504893
937.661927 607.202063
960.050721 599.120253
982.439515 591.250754
1004.828309 583.585308
1027.217103 576.116080
1049.605897 568.835630
1071.994691 561.736893
1094.383485 554.813148
+KVIDZALine
ID:Z=13 A=26
13	26
21
0.000000 1727.594525
5.140523 1694.912433
13.178432 1643.809523
30.347061 1573.322754
55.877125 1497.549438
91.041176 1428.824829
132.467316 1360.100220
200.386932 1259.656616
265.416351 1178.596802
330.445770 1104.163878
395.475189 1039.719397
460.504608 982.382671
525.534027 931.039257
590.563446 884.328967
655.592865 842.316141
720.622284 804.114170
785.651703 769.227045
850.681122 737.241254
915.710541 707.809318
980.739960 680.637116
1045.769379 655.474022
+KVIDZALine
ID:Z=14 A=28
14	28
20
0.000000 1900.353978
5.654575 1864.403676
14.496275 1808.190475
33.381767 1730.655029
61.464838 1647.304382
100.145294 1571.707312
145.714048 1496.110242
220.425625 1385.622278
291.957986 1296.456482
363.490347 1214.580266
435.022708 1143.691337
506.555069 1080.620938
578.087430 1024.143183
649.619791 972.761864
721.152152 926.547755
792.684512 884.525588
864.216873 846.149750
935.749234 810.965379
1007.281595 778.590250
1078.813956 748.700828
!
++KVIDZAGrid
<VARX> Q3Amplitude
<VARY> Q2Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_233
<PARAMETER> Runlist=40-776
+KVIDZALine
ID:Z=1 A=1
1	1
28
0.000000 21.988778
1.725490 21.145239
5.544375 19.278303
7.635077 18.173756
9.487866 17.282288
12.370227 16.025673
15.261742 14.866250
18.877478 13.608470
22.485830 12.504199
27.420996 11.222551
32.334991 10.153197
40.293777 8.834564
48.296932 7.829917
60.032227 6.814867
71.814590 6.062592
91.362320 5.202569
118.706673 4.309903
154.897720 3.640404
201.543991 2.860009
256.232697 2.180641
310.117157 1.726323
366.414368 1.432308
421.505188 1.240290
476.596008 1.082910
531.686829 0.962914
586.777649 0.866858
641.868469 0.788228
696.959290 0.722677
+KVIDZALine
ID:Z=1 A=2
1	2
29
0.000000 29.254669
1.200000 28.583334
4.674189 26.639713
10.608218 23.386059
14.259929 21.678993
18.824568 19.845139
25.151587 17.716743
30.064007 16.364338
37.923878 14.539138
44.432625 13.268446
51.187412 12.219156
63.959705 10.671701
81.644417 9.267568
98.850349 8.308478
117.505089 7.331908
142.067184 6.316823
173.895425 5.424339
209.986928 4.679365
246.701736 4.095157
281.088684 3.561966
321.370544 3.112341
370.985962 2.746900
419.618927 2.476048
480.532928 2.173897
541.446960 1.945089
602.360901 1.759716
663.274963 1.606601
724.188904 1.478000
785.102966 1.368460
+KVIDZALine
ID:Z=1 A=3
1	3
36
0.000000 35.182818
3.487382 32.797844
7.686850 29.925884
12.981830 26.941101
17.291714 24.890722
21.712893 23.126963
27.116554 21.322367
33.011459 19.687756
41.362576 17.785303
52.661140 15.800346
62.644802 14.340143
75.115829 12.885300
88.980019 11.605118
102.999969 10.603238
117.979805 9.729222
131.325943 9.066928
149.421631 8.209856
172.708511 7.357257
197.857498 6.649071
230.918533 5.940887
263.696960 5.468764
293.367126 5.075327
335.802765 4.528793
381.381042 4.110750
417.972046 3.834418
450.390411 3.642497
486.981384 3.413010
536.643066 3.175158
577.984192 2.955341
619.325317 2.795164
660.666443 2.645750
702.007568 2.511499
743.348694 2.390215
784.689819 2.280105
826.030945 2.179693
867.372070 2.087752
+KVIDZALine
ID:Z=2 A=3
2	3
32
0.000000 79.561433
3.788236 76.083336
12.206536 68.354233
22.450188 60.933998
34.266079 54.188896
48.051289 47.782963
70.370193 40.605816
90.063347 36.275806
120.915955 31.470621
154.394302 27.171246
188.529129 24.009939
231.854050 21.101538
278.461182 18.572493
316.534607 16.802160
361.172424 15.031829
396.558838 13.888227
439.945038 12.629237
485.239319 11.497171
525.938477 10.720696
569.263428 9.941740
616.526978 9.187882
674.293579 8.406471
732.060181 7.770352
789.826782 7.217457
847.593384 6.738017
905.359985 6.318306
963.126587 5.947817
1020.893188 5.618369
1078.659790 5.323503
1136.426392 5.058043
1194.192993 4.817801
1251.959595 4.599346
+KVIDZALine
ID:Z=2 A=4
2	4
35
0.000000 90.606535
0.941177 89.571426
7.111112 82.785713
12.235294 77.658730
19.244835 71.948921
26.507442 66.685471
35.521622 61.522179
46.522705 56.619499
54.612923 53.609985
64.679619 50.346855
79.367615 46.110806
90.862595 43.230156
109.774399 39.318756
128.965683 36.144794
151.912399 32.948284
176.619064 30.162245
203.994781 27.539728
235.048080 25.172035
269.720673 22.973757
301.980682 21.307335
333.631134 19.853674
372.592560 18.367958
413.385101 17.023142
454.740173 15.872547
498.573120 14.810344
544.829041 13.856155
589.869202 13.031344
639.169556 12.201906
691.512268 11.487704
729.854797 10.996703
800.384338 10.174074
901.074524 9.225000
1001.764709 8.434038
1102.454834 7.766373
1203.145020 7.196662
!
++KVIDZAFromZGrid
<VARX> Q3Amplitude
<VARY> Q2Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_234
<PARAMETER> Runlist=40-776
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.905784,0.984494,1.046417|2:1.048417,1.065186,1.148554
<PARAMETER> PIDRANGE2=3:1.733029,1.854991,1.877947|4:1.879947,2.004766,2.156925
<PARAMETER> PIDRANGE3=6:2.903501,3.004544,3.066407|7:3.068407,3.124544,3.202571
<PARAMETER> PIDRANGE4=7:3.618113,3.724702,3.815221|9:3.911872,4.004528,4.057793|10:4.059793,4.133824,4.195738
<PARAMETER> PIDRANGE5=10:4.911872,4.995591,5.061143|11:5.063143,5.134573,5.209437|12:5.215525,5.256250,5.343988
<PARAMETER> PIDRANGE6=11:5.744000,5.874617,5.916400|12:5.918400,5.995414,6.071273|13:6.073273,6.125522,6.216727|14:6.218727,6.237923,6.334094
<PARAMETER> PIDRANGE7=13:6.796804,6.874459,6.907000|14:6.909000,6.995448,7.056000|15:7.058000,7.124570,7.218545|16:7.220545,7.254459,7.340335
<PARAMETER> PIDRANGE8=15:7.805000,7.875292,7.912667|16:7.914667,7.995813,8.071273|17:8.073273,8.125366,8.203286|18:8.205286,8.255313,8.310654
<PARAMETER> PIDRANGE9=17:8.758857,8.866333,8.911778|18:8.913778,9.004290,9.060250|19:9.062250,9.114497,9.158324|20:9.160324,9.193936,9.284779
<PARAMETER> PIDRANGE10=20:9.813699,9.875292,9.929769|21:9.931769,10.004431,10.046500|22:10.048500,10.115602,10.209437
<PARAMETER> PIDRANGE11=22:10.768037,10.847051,10.902000|23:10.904000,10.994603,11.057125|24:11.059125,11.105000,11.212333
<PARAMETER> PIDRANGE12=25:11.607306,11.976628,12.391933
<PARAMETER> PIDRANGE13=26:12.685693,12.935000,13.384475
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
29
0.000000 21.743755
1.022222 21.140211
4.028759 19.365080
6.793051 17.802538
8.441507 16.929279
11.005990 15.698331
13.578618 14.562591
16.795595 13.330503
20.006006 12.248788
24.396900 10.993318
28.768963 9.945807
35.850021 8.654109
42.970558 7.669983
53.411636 6.675666
63.894596 5.938757
81.286522 5.096301
105.615234 4.221869
137.815002 3.566045
179.316925 2.801592
227.974350 2.136115
275.916229 1.691093
326.004761 1.403098
375.019958 1.215013
424.035156 1.060851
473.050354 0.943302
522.065552 0.849205
571.080750 0.772178
620.095947 0.707963
669.111145 0.653608
+KVIDZALine
ID:Z=2 A=4
2	4
35
0.000000 87.958068
1.114379 86.666664
6.483660 80.444443
11.447713 75.259262
17.114437 70.470215
23.582729 65.321411
31.609041 60.274342
41.396328 55.472469
48.590645 52.516644
57.545868 49.316586
70.613403 45.164818
80.842468 42.349384
97.668854 38.519547
114.742798 35.406258
135.158508 32.272434
157.140060 29.539610
181.497055 26.973112
209.125473 24.650295
239.974075 22.492830
268.675964 20.851557
296.835388 19.413338
331.499603 17.942312
367.793335 16.614447
404.587921 15.488040
443.587433 14.463179
484.742584 13.545744
524.815857 12.750389
568.679321 11.946754
615.249573 11.250429
649.363525 10.771077
725.102600 9.811111
848.543762 8.533334
971.984924 7.605647
1095.426025 6.841134
1218.867188 6.216280
+KVIDZALine
ID:Z=3 A=7
3	7
29
0.000000 171.752296
0.993464 169.811111
6.333333 159.377243
16.143791 144.248154
24.854977 134.222534
35.911648 124.106941
47.254162 115.406319
63.216869 105.484978
83.694740 95.692375
105.301964 87.553368
143.917908 76.113602
183.468689 67.603577
223.505600 60.821579
256.291656 56.119652
292.728394 52.092648
333.748291 48.540718
373.925903 45.113667
417.833649 41.950752
466.234253 38.998997
515.386475 36.711956
567.495483 34.241074
635.267761 32.017715
703.765381 29.923264
782.693176 28.082321
857.890320 26.356184
933.087463 24.881260
1008.284607 23.558905
1083.481689 22.370014
1158.678833 21.295353
+KVIDZALine
ID:Z=4 A=9
4	9
19
0.000000 273.719436
3.878432 266.728027
18.380392 240.586243
34.128471 219.625000
56.965042 198.167252
88.098534 175.855164
117.974281 159.170212
153.354446 143.326050
216.841080 123.531044
272.523407 110.343773
369.742096 94.196800
496.448639 79.686310
629.898315 68.802444
746.729126 61.460114
879.550903 54.479904
969.031067 50.647232
1058.511230 47.417152
1147.991333 44.535988
1237.471558 41.984898
+KVIDZALine
ID:Z=5 A=11
5	11
20
0.000000 374.983154
2.227451 369.708984
14.478432 340.701050
28.292107 313.658600
47.094379 289.546112
69.174149 266.321014
90.957596 247.745056
134.209885 219.480347
179.701691 197.253738
251.619904 171.399139
325.658386 152.159409
400.962921 137.016052
476.879608 124.711327
566.014709 113.254013
655.508850 104.325264
757.000977 95.290359
858.550354 87.583496
960.099731 81.211189
1061.649170 75.664314
1163.198486 70.826721
+KVIDZALine
ID:Z=6 A=12
6	12
31
0.000000 509.998689
2.099347 502.747620
9.160785 478.357666
19.084969 450.033875
28.288393 427.844849
39.614941 406.642853
53.943424 385.461945
68.791000 367.671783
84.027542 352.212311
103.054054 334.831299
123.409416 318.445129
144.581482 303.631226
166.045670 290.349121
194.972092 274.424988
224.573288 259.732910
255.239212 246.812378
286.194275 235.564774
317.720428 225.415909
349.334045 215.888947
381.407837 207.110779
413.601624 199.209442
453.877533 190.107147
494.334412 181.646805
535.104370 174.819748
575.903809 168.236328
631.758850 160.501587
706.611755 150.273544
781.464661 141.876312
856.317566 134.202927
931.170471 127.316986
1006.023376 121.103195
+KVIDZALine
ID:Z=7 A=14
7	14
50
0.000000 650.906459
3.262092 637.703186
11.204576 605.556091
18.871964 582.215576
25.604630 565.418091
31.380302 551.866882
36.712952 540.110291
40.532021 532.139587
49.287209 515.413879
60.589508 496.759857
71.043831 481.935730
81.220840 469.257812
93.481079 455.468353
106.816910 441.532349
121.290657 427.309753
135.417435 414.307709
150.786118 401.451935
167.237442 389.255280
182.695694 379.049377
199.278244 368.816803
223.590393 354.397675
247.330002 341.696808
273.048798 329.629761
297.506805 318.749481
322.401093 308.245728
346.782166 298.601990
370.882721 289.403595
396.568909 280.655151
420.590851 273.792358
444.962677 267.407043
469.695892 260.300903
494.167542 253.076324
518.314209 246.655899
542.275391 241.646378
566.986328 237.075409
592.426147 232.203125
615.866150 227.419739
640.877686 222.136703
664.500183 217.276215
690.647339 212.499695
716.794495 207.754150
742.941650 203.237640
769.088806 198.913315
795.235962 194.769180
821.383118 190.794189
847.530273 186.978210
873.677429 183.311890
899.824585 179.786575
925.971741 176.394287
952.118896 173.127655
+KVIDZALine
ID:Z=8 A=16
8	16
50
0.000000 802.926308
1.176471 796.285706
6.143791 768.247620
11.895425 742.546021
18.954248 718.012695
25.482258 698.806030
33.309048 678.134583
40.586590 662.193359
48.748882 646.810547
53.481472 638.618103
56.978817 632.808167
62.905655 623.195557
66.862015 616.986084
74.553062 605.223389
82.390556 593.797546
89.599915 583.836426
98.733040 572.072998
121.046974 546.599976
144.616745 523.257874
170.284912 500.518951
196.743240 479.181824
221.203629 461.692017
246.247955 445.567505
272.792877 429.897491
298.545410 415.484955
322.677338 403.389343
346.490814 392.790985
370.485626 382.347229
395.183655 371.272644
419.438538 361.676086
444.702545 353.583862
468.956329 345.933655
494.140289 337.478271
518.491394 329.501343
542.849915 322.298645
567.477478 315.694519
592.427490 309.482849
621.085327 302.124878
649.743530 295.040558
678.872925 288.913635
707.728210 282.430511
736.583496 276.436005
765.438782 270.676971
794.294067 265.153015
823.149353 259.850006
852.004639 254.754974
880.859924 249.855881
909.715210 245.141663
938.570496 240.602051
967.425781 236.227509
+KVIDZALine
ID:Z=9 A=18
9	18
59
0.000000 975.658841
3.332699 951.320923
4.682670 941.462402
7.834982 921.028320
12.846315 894.201660
18.170078 871.964966
24.333893 851.991516
30.327003 836.515198
35.881245 823.782532
44.481926 805.085022
52.381027 788.054199
60.039127 771.791260
67.625008 756.654663
76.743149 740.160156
88.753807 721.857788
101.697258 704.905273
113.409256 690.516296
127.906837 672.670593
139.904648 658.726868
154.264130 643.085388
166.230957 630.813538
180.282349 617.280029
194.694504 604.608948
211.798615 590.041016
226.766357 576.504089
242.789963 562.514832
260.506226 549.793335
281.169769 537.619202
300.973938 525.335510
321.096497 512.231384
332.639648 505.499573
346.782074 498.289246
360.738434 491.398529
374.598724 484.231262
392.518188 475.120819
411.741669 466.582977
430.017548 458.325409
447.662750 449.439148
471.983948 439.019653
495.918518 429.311096
519.843994 419.540985
543.327515 409.822021
585.335144 394.882080
627.342773 380.589447
669.350403 367.337280
711.358032 354.976959
753.365662 343.421387
795.373291 332.594421
837.380920 322.429260
879.388549 312.867685
921.396178 303.856423
963.403807 295.349716
1005.411436 287.306342
1047.419065 279.689450
1089.426694 272.465996
1131.434323 265.606264
1173.441952 259.083458
1215.449581 252.873348
1246.000000 248.540772
+KVIDZALine
ID:Z=10 A=20
10	20
68
0.000000 1152.863815
1.058824 1145.638916
6.564706 1108.069458
14.505882 1064.488892
22.048481 1031.391846
28.498674 1010.014099
34.713039 993.533630
42.306206 976.839355
50.575157 960.113525
57.978546 945.519653
68.430313 925.276245
77.671791 907.835266
86.358490 892.006226
95.516403 876.025513
105.677330 859.368164
121.982765 835.519348
142.424210 809.998779
159.789490 790.401855
179.909775 768.681519
196.823380 750.578674
215.068726 732.650513
231.975967 718.953613
251.718414 703.987976
271.767212 686.519409
292.034546 669.274231
314.172913 653.438965
335.119232 640.079529
356.589172 627.049133
376.514496 613.740662
397.057037 600.208252
418.844269 586.813599
442.028809 572.773254
464.932770 559.230042
486.599213 547.627869
508.263123 536.916138
530.382324 526.356934
552.749573 516.042664
575.116821 506.114349
597.484070 496.569427
619.851318 487.377869
642.218567 478.520386
664.585815 469.979126
686.953064 461.737396
709.320312 453.779785
731.687561 446.091766
754.054810 438.659943
776.422058 431.471680
798.789307 424.515198
821.156555 417.779480
843.523803 411.254493
865.891051 404.929996
888.258299 398.797076
910.625547 392.847158
932.992795 387.072172
955.360043 381.464514
977.727291 376.017017
1000.094539 370.722915
1022.461787 365.575819
1044.829035 360.569690
1067.196283 355.698814
1089.563531 350.957784
1111.930779 346.341476
1134.298027 341.845033
1156.665275 337.463845
1179.032523 333.193537
1201.399771 329.029952
1223.767019 324.969139
1246.000000 321.030834
+KVIDZALine
ID:Z=11 A=22
11	22
27
0.000000 1340.328266
0.836602 1332.968262
5.041178 1295.978516
10.642486 1252.842896
20.724838 1204.914307
38.088890 1150.595215
53.762093 1112.252441
68.172546 1080.300049
94.294121 1033.606323
126.174507 982.552368
165.688232 929.177795
206.100006 885.085693
248.307846 842.153992
312.517639 786.458740
383.911774 731.923828
455.305908 684.158752
526.700073 642.421143
598.094177 605.483154
669.488281 572.562012
740.882385 542.964813
812.276489 516.312970
883.670593 492.155157
955.064697 470.156943
1026.458801 450.041130
1097.852905 431.576014
1169.247009 414.566420
1240.641113 398.846774
+KVIDZALine
ID:Z=12 A=24
12	24
54
0.000000 1516.539284
0.439216 1512.417969
6.386930 1456.608521
13.686275 1408.550293
26.460133 1352.740723
41.971245 1304.682495
67.518959 1244.222168
98.997383 1189.963013
131.388229 1137.254028
156.850845 1099.372803
177.479904 1071.422241
198.053177 1043.338867
218.863419 1018.779846
237.234985 998.719055
256.433685 977.174683
276.511719 956.160767
296.589752 936.143555
316.667786 916.892578
336.745819 898.417358
356.823853 880.671997
376.901886 863.614075
396.979919 847.204407
417.057953 831.406677
437.135986 816.187317
457.214020 801.515198
477.292053 787.361206
497.370087 773.698486
517.448120 760.501770
537.526184 747.747742
557.604248 735.414440
577.682312 723.481370
597.760376 711.929377
617.838440 700.740493
637.916504 689.897862
657.994568 679.385656
678.072632 669.188999
698.150696 659.293892
718.228760 649.687153
738.306824 640.356357
758.384888 631.289784
778.462952 622.476368
798.541016 613.905651
818.619080 605.567744
838.697144 597.453289
858.775208 589.553422
878.853272 581.859742
898.931336 574.364280
919.009400 567.059474
939.087464 559.938140
959.165528 552.993453
979.243592 546.218920
999.321656 539.608362
1019.399720 533.155899
1039.477784 526.855925
+KVIDZALine
ID:Z=13 A=26
13	26
60
0.000000 1711.619755
4.784226 1675.507935
10.594456 1631.651733
17.405222 1587.253784
24.415812 1550.802979
31.652073 1521.751831
41.602913 1491.409546
50.232193 1467.680420
61.814835 1437.112427
74.592773 1406.999512
83.553085 1386.057007
94.106400 1363.153198
109.142998 1335.317139
124.607651 1307.693726
143.269791 1277.121094
162.055862 1246.619019
180.244949 1218.939697
198.508469 1191.404053
216.752655 1166.361328
235.001770 1141.282715
255.733154 1113.698853
276.474335 1087.389160
297.215515 1062.650024
317.956696 1038.915649
338.697876 1016.218201
359.439056 994.491333
380.180237 973.674011
400.921417 953.710388
421.662598 934.549011
442.403778 916.142334
463.144958 898.446777
483.886139 881.421875
504.627319 865.030151
525.368530 849.237000
546.109680 834.010132
566.850830 819.319707
587.591980 805.137862
608.333130 791.438619
629.074280 778.197756
649.815430 765.392645
670.556580 753.002124
691.297730 741.006379
712.038880 729.386838
732.780030 718.126078
753.521180 707.207734
774.262330 696.616421
795.003480 686.337663
815.744630 676.357827
836.485780 666.664058
857.226930 657.244232
877.968080 648.086896
898.709230 639.181232
919.450380 630.517003
940.191530 622.084524
960.932680 613.874618
981.673830 605.878589
1002.414980 598.088186
1023.156130 590.495579
1043.897280 583.093328
1064.638430 575.874363
+KVIDZALine
ID:Z=14 A=28
14	28
57
0.000000 1882.781731
5.262649 1843.058729
11.653902 1794.816906
19.145744 1745.979162
26.857393 1705.883277
34.817280 1673.927014
45.763204 1640.550501
55.255412 1614.448462
67.996319 1580.823670
82.052050 1547.699463
91.908394 1524.662708
103.517040 1499.468518
120.057298 1468.848853
137.068416 1438.463099
157.596770 1404.833203
178.261448 1371.280921
198.269444 1340.833667
218.359316 1310.544458
238.427921 1282.997461
258.501947 1255.410987
281.306469 1225.068738
304.121769 1196.128076
326.937067 1168.915026
349.752366 1142.807214
372.567664 1117.840021
395.382962 1093.940466
418.198261 1071.041412
441.013559 1049.081427
463.828858 1028.003912
486.644156 1007.756567
509.459454 988.291455
532.274753 969.564063
555.090051 951.533166
577.905383 934.160700
600.720648 917.411145
623.535913 901.251678
646.351178 885.651648
669.166443 870.582481
691.981708 856.017532
714.796973 841.931910
737.612238 828.302337
760.427503 815.107017
783.242768 802.325522
806.058033 789.938686
828.873298 777.928508
851.688563 766.278064
874.503828 754.971430
897.319093 743.993610
920.134358 733.330465
942.949623 722.968655
965.764888 712.895587
988.580153 703.099356
1011.395418 693.568704
1034.210683 684.292977
1057.025948 675.262081
1079.841213 666.466449
1102.656478 657.897006
!
++KVIDZAGrid
<VARX> Q3Amplitude
<VARY> Q2Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_234
<PARAMETER> Runlist=40-776
+KVIDZALine
ID:Z=1 A=1
1	1
29
0.000000 21.743755
1.022222 21.140211
4.028759 19.365080
6.793051 17.802538
8.441507 16.929279
11.005990 15.698331
13.578618 14.562591
16.795595 13.330503
20.006006 12.248788
24.396900 10.993318
28.768963 9.945807
35.850021 8.654109
42.970558 7.669983
53.411636 6.675666
63.894596 5.938757
81.286522 5.096301
105.615234 4.221869
137.815002 3.566045
179.316925 2.801592
227.974350 2.136115
275.916229 1.691093
326.004761 1.403098
375.019958 1.215013
424.035156 1.060851
473.050354 0.943302
522.065552 0.849205
571.080750 0.772178
620.095947 0.707963
669.111145 0.653608
+KVIDZALine
ID:Z=1 A=2
1	2
28
0.000000 28.605083
4.158701 26.095570
9.438303 22.909664
12.687288 21.236177
16.748522 19.440950
22.377771 17.354860
26.748430 16.030079
33.741486 14.242160
39.532421 12.997424
45.542267 11.969567
56.905979 10.453720
72.640350 9.078268
87.948746 8.138768
104.546165 7.182146
126.399460 6.187795
155.235295 5.308333
188.784315 4.513889
220.627452 3.900000
250.089127 3.489211
285.928528 3.048760
330.072174 2.690761
373.341705 2.425416
427.537872 2.129410
481.734039 1.905260
535.930176 1.723671
590.126343 1.573685
644.322510 1.447711
698.518677 1.340411
+KVIDZALine
ID:Z=1 A=3
1	3
36
0.000000 34.460482
3.102780 32.127911
6.839114 29.319054
11.550143 26.397852
15.384715 24.387201
19.318310 22.655296
24.126034 20.884773
29.370825 19.281651
36.800945 17.416759
46.853462 15.477608
55.736088 14.049331
66.831764 12.622104
79.166954 11.368072
91.640732 10.386656
104.968529 9.489603
116.842796 8.828752
132.942825 8.042161
153.661545 7.206977
176.036987 6.513257
205.451935 5.819538
234.615433 5.357059
261.013428 4.971658
298.769135 4.436287
339.320831 4.026784
371.876434 3.756095
400.719574 3.568093
433.275177 3.343295
477.459961 3.110307
514.241821 2.894985
551.023682 2.738084
587.805542 2.591725
624.587402 2.460218
661.369263 2.341412
698.151123 2.233553
734.932983 2.135193
771.714844 2.045130
+KVIDZALine
ID:Z=2 A=3
2	3
33
0.000000 78.426035
1.344445 76.865082
5.622222 71.898415
12.344445 65.630951
19.974293 59.689358
30.487082 53.082031
42.752003 46.806946
62.609493 39.776398
80.130806 35.534836
107.580864 30.827801
137.367096 26.616245
167.737396 23.519512
206.284286 20.670517
247.751389 18.193130
281.625946 16.458960
321.340912 14.724788
352.879303 13.733833
391.426178 12.371271
431.725220 11.262329
467.935913 10.501714
506.482819 9.738669
548.533936 9.000209
599.929810 8.234760
651.325684 7.611634
702.721558 7.070032
754.117432 6.600386
805.513306 6.189248
856.909180 5.826326
908.305054 5.502875
959.700928 5.213900
1011.096802 4.953761
1062.492676 4.718347
1113.888550 4.504293
+KVIDZALine
ID:Z=2 A=4
2	4
35
0.000000 87.958068
1.114379 86.666664
6.483660 80.444443
11.447713 75.259262
17.114437 70.470215
23.582729 65.321411
31.609041 60.274342
41.396328 55.472469
48.590645 52.516644
57.545868 49.316586
70.613403 45.164818
80.842468 42.349384
97.668854 38.519547
114.742798 35.406258
135.158508 32.272434
157.140060 29.539610
181.497055 26.973112
209.125473 24.650295
239.974075 22.492830
268.675964 20.851557
296.835388 19.413338
331.499603 17.942312
367.793335 16.614447
404.587921 15.488040
443.587433 14.463179
484.742584 13.545744
524.815857 12.750389
568.679321 11.946754
615.249573 11.250429
649.363525 10.771077
725.102600 9.811111
848.543762 8.533334
971.984924 7.605647
1095.426025 6.841134
1218.867188 6.216280
!
++KVIDZAFromZGrid
<VARX> Q3Amplitude
<VARY> Q2Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_241
<PARAMETER> Runlist=40-776
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.905784,0.984498,1.042626|2:1.044626,1.065189,1.171385
<PARAMETER> PIDRANGE2=3:1.733029,1.844854,1.867667|4:1.869667,2.004823,2.156925
