++KVIDZAFromZGrid
1870.310000 1024.630000
1971.790000 996.823000
2073.260000 970.262000
2174.740000 945.781000
2276.210000 922.224000
+KVIDZALine
ID:Z=15 A=30
15	30
24
0.000000 2087.310000
14.120500 2077.460000
82.865400 2029.540000
151.610000 1982.190000
220.355000 1935.270000
289.100000 1889.020000
379.521000 1829.950000
469.943000 1773.650000
560.364000 1720.340000
650.785000 1670.220000
793.229000 1596.560000
935.674000 1527.650000
1078.120000 1463.030000
1220.560000 1402.060000
1338.230000 1354.880000
1455.910000 1310.880000
1573.580000 1269.370000
1691.250000 1229.510000
1797.150000 1195.320000
1903.060000 1163.200000
2008.960000 1132.520000
2114.870000 1103.250000
2220.770000 1075.780000
2326.670000 1049.530000
+KVIDZALine
ID:Z=16 A=32
16	32
19
0.000000 2322.590000
4.460270 2319.450000
160.120000 2209.690000
287.460000 2123.800000
414.799000 2041.340000
542.139000 1963.740000
677.191000 1886.980000
812.244000 1814.760000
947.296000 1747.180000
1082.350000 1684.170000
1210.510000 1627.320000
1338.670000 1573.180000
1466.830000 1521.850000
1595.000000 1473.250000
1764.500000 1413.260000
1934.010000 1358.270000
2103.510000 1307.280000
2273.020000 1259.950000
2442.520000 1215.950000
+KVIDZALine
ID:Z=17 A=34
17	34
18
0.000000 2535.650000
3.083650 2533.530000
154.799000 2429.160000
267.032000 2353.420000
379.265000 2279.030000
491.498000 2207.660000
609.344000 2136.940000
727.189000 2070.420000
845.035000 2007.440000
962.880000 1947.420000
1101.740000 1880.380000
1240.610000 1817.930000
1379.470000 1758.490000
1518.330000 1701.280000
1707.480000 1628.230000
1896.640000 1560.470000
2130.830000 1483.640000
2365.020000 1415.320000
+KVIDZALine
ID:Z=18 A=37
18	37
25
0.000000 2731.030000
11.398500 2723.060000
84.946300 2671.580000
157.031000 2621.650000
229.117000 2572.130000
301.202000 2523.420000
380.547000 2470.830000
459.893000 2420.050000
539.238000 2370.960000
618.584000 2323.750000
695.336000 2279.340000
772.088000 2236.120000
848.841000 2194.380000
925.593000 2153.850000
1002.860000 2114.600000
1080.140000 2076.540000
1157.410000 2039.780000
1234.680000 2004.040000
1358.100000 1948.880000
1481.530000 1895.440000
1604.960000 1843.980000
1728.380000 1793.900000
1851.810000 1743.820000
1975.240000 1701.190000
2098.660000 1658.820000
+KVIDZALine
ID:Z=19 A=39
19	39
20
0.000000 2957.110000
13.513600 2947.730000
72.635800 2906.700000
135.378000 2864.080000
181.228000 2833.170000
226.979000 2802.340000
283.971000 2763.370000
340.964000 2724.220000
430.789000 2664.650000
520.614000 2607.820000
633.360000 2539.070000
746.106000 2472.870000
869.383000 2404.520000
992.660000 2339.560000
1122.750000 2274.900000
1252.840000 2212.890000
1395.320000 2146.920000
1537.810000 2084.010000
1680.290000 2027.440000
1822.770000 1972.720000
+KVIDZALine
ID:Z=20 A=41
20	41
27
0.000000 3161.020000
9.893900 3154.440000
62.379900 3119.540000
114.866000 3084.080000
143.824000 3064.230000
172.782000 3044.330000
221.045000 3011.000000
269.308000 2978.100000
329.636000 2937.570000
389.965000 2897.980000
442.451000 2864.120000
494.937000 2830.460000
554.059000 2792.700000
613.181000 2755.330000
694.022000 2705.790000
774.863000 2658.280000
846.050000 2618.250000
917.238000 2578.930000
990.236000 2539.530000
1063.230000 2500.940000
1153.120000 2455.250000
1243.010000 2410.870000
1325.060000 2370.520000
1407.110000 2329.610000
1489.150000 2293.710000
1571.200000 2257.510000
1653.250000 2222.440000
+KVIDZALine
ID:Z=21 A=43
21	43
12
8.123730 3396.030000
101.119000 3320.790000
182.356000 3260.100000
261.990000 3202.660000
359.796000 3133.070000
459.739000 3061.870000
561.299000 2992.160000
653.602000 2932.560000
745.905000 2875.580000
838.208000 2819.630000
930.511000 2766.270000
1022.810000 2714.900000
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI1_SI2_423
<PARAMETER> Runlist=40-776
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.965000,1.017000,1.053425|2:1.054947,1.123645,1.160250|3:1.162250,1.205370,1.228463
<PARAMETER> PIDRANGE2=3:1.796195,1.864357,1.898730|4:1.900730,2.004094,2.055000
<PARAMETER> PIDRANGE3=6:2.825000,2.876378,2.951500|7:2.953500,3.003889,3.063318|8:3.064079,3.131050,3.181050
<PARAMETER> PIDRANGE4=7:3.665000,3.723219,3.786857|9:3.945358,4.003555,4.054000|10:4.056000,4.116714,4.175000
<PARAMETER> PIDRANGE5=10:4.779452,4.864241,4.941143|11:4.943143,5.005161,5.064840|12:5.095510,5.145510,5.195510
<PARAMETER> PIDRANGE6=11:5.795000,5.845083,5.896000|12:5.898000,5.995975,6.055667|13:6.057667,6.125829,6.184000|14:6.186000,6.235600,6.295000
<PARAMETER> PIDRANGE7=13:6.675000,6.726860,6.797717|14:6.797717,6.865366,6.925667|15:6.927667,6.995966,7.045000|16:7.083866,7.147793,7.197793
<PARAMETER> PIDRANGE8=15:7.788584,7.854843,7.937125|16:7.939125,8.004578,8.062000|17:8.064000,8.135118,8.205667|18:8.207667,8.254855,8.305000
<PARAMETER> PIDRANGE9=17:8.695000,8.752955,8.784779|18:8.787062,8.865733,8.925429|19:8.927429,8.995405,9.056500|20:9.058500,9.123769,9.175000
<PARAMETER> PIDRANGE10=19:9.675000,9.732708,9.781778|20:9.783778,9.855531,9.926000|21:9.928000,9.995663,10.064000|22:10.066000,10.125728,10.201065|23:10.205099,10.255099,10.305099
<PARAMETER> PIDRANGE11=21:10.665000,10.713333,10.770667|22:10.772667,10.864202,10.927000|23:10.929000,10.995670,11.067636|24:11.069636,11.124646,11.175000|25:11.192542,11.264992,11.314992
<PARAMETER> PIDRANGE12=23:11.630898,11.715000,11.770667|24:11.772667,11.864105,11.922889|25:11.924889,11.985590,12.067077|26:12.069077,12.115210,12.194825|27:12.200913,12.273973,12.323973
<PARAMETER> PIDRANGE13=25:12.688204,12.738204,12.793760|26:12.796804,12.884006,12.933333|27:12.935333,12.996167,13.070875|28:13.072875,13.115115,13.181887|29:13.183638,13.233638,13.283638
<PARAMETER> PIDRANGE14=27:13.585000,13.635385,13.677333|28:13.679333,13.754502,13.811143|29:13.813143,13.875207,13.937846|30:13.939846,14.003846,14.079909|31:14.083714,14.122527,14.188737
<PARAMETER> PIDRANGE15=30:14.786149,14.856000,14.927636|31:14.929636,14.995000,15.084000|32:15.086000,15.107000,15.184170|33:15.194064,15.248097,15.298097
<PARAMETER> PIDRANGE16=32:15.694825,15.772451,15.827245|33:15.835000,15.883485,15.935000|34:15.936834,16.005327,16.055327
<PARAMETER> PIDRANGE17=34:16.608067,16.869863,17.127854
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
26
0.000000 22.614500
1.503850 21.647500
3.508560 20.358300
9.709030 16.791900
16.755700 13.368900
25.928100 9.824150
34.567200 7.517180
47.349800 6.099210
57.818200 5.187570
69.443700 4.440590
81.069200 3.881660
92.694700 3.447700
104.320000 3.101010
115.946000 2.817680
127.571000 2.581780
139.197000 2.382340
150.822000 2.211500
162.448000 2.063520
174.073000 1.934100
185.699000 1.819960
197.324000 1.718540
208.950000 1.627830
220.575000 1.546210
232.201000 1.472390
243.826000 1.405290
255.452000 1.344040
+KVIDZALine
ID:Z=2 A=4
2	4
24
0.000000 93.134000
2.448710 91.199500
5.990240 88.401700
11.392700 84.370700
16.483800 80.756000
30.519300 71.679600
44.238200 64.201700
57.957000 58.040400
72.520200 52.643800
83.811900 48.982400
102.491000 43.735800
121.064000 39.684800
139.276000 36.805600
159.669000 33.615500
178.972000 31.134000
198.274000 28.993600
217.577000 27.128600
236.879000 25.489100
256.182000 24.036400
275.484000 22.740300
294.787000 21.576900
314.089000 20.526800
333.392000 19.574100
352.695000 18.705900
+KVIDZALine
ID:Z=3 A=7
3	7
22
0.000000 190.716000
3.076060 188.207000
8.901340 183.455000
22.170400 173.120000
44.285600 157.221000
60.042600 147.078000
82.987100 134.080000
108.972000 121.634000
133.852000 111.551000
159.837000 102.421000
186.375000 94.281800
207.385000 88.486600
231.435000 82.740100
249.680000 79.060800
282.023000 74.074200
314.367000 68.527300
346.710000 64.137600
379.053000 60.276400
411.397000 56.853700
443.740000 53.798900
476.084000 51.055600
508.427000 48.578400
+KVIDZALine
ID:Z=4 A=9
4	9
25
0.000000 292.582000
4.895330 288.892000
19.673700 277.751000
33.759300 267.432000
57.784000 250.481000
82.127300 234.481000
112.730000 216.318000
143.333000 200.548000
174.353000 186.683000
205.374000 174.393000
231.108000 165.174000
256.842000 156.812000
286.611000 147.940000
316.379000 139.761000
339.784000 133.903000
363.189000 128.453000
393.557000 121.988000
423.925000 116.444000
454.294000 111.084000
484.662000 106.285000
515.030000 101.883000
545.398000 97.831800
575.766000 94.090300
606.134000 90.624400
636.502000 87.404800
+KVIDZALine
ID:Z=5 A=11
5	11
22
0.000000 411.149000
4.636160 407.688000
39.757100 381.470000
74.878000 356.523000
100.910000 339.127000
126.942000 322.903000
154.631000 306.873000
182.320000 292.019000
223.735000 271.820000
265.150000 254.002000
309.878000 237.114000
354.606000 221.977000
397.204000 208.689000
439.802000 196.799000
491.558000 184.037000
543.315000 172.716000
590.827000 164.077000
638.338000 155.642000
685.850000 148.224000
733.362000 141.482000
780.874000 135.326000
828.385000 129.683000
+KVIDZALine
ID:Z=6 A=12
6	12
23
0.000000 526.335000
5.433770 522.091000
31.337200 501.862000
57.240500 482.415000
99.776000 452.222000
142.311000 424.377000
180.289000 401.572000
218.268000 380.630000
261.107000 359.086000
303.946000 339.431000
354.381000 318.564000
404.816000 299.750000
455.858000 282.615000
506.901000 267.003000
558.551000 252.621000
610.201000 239.825000
653.699000 230.175000
697.197000 221.598000
756.053000 211.930000
814.908000 201.526000
873.764000 192.642000
932.619000 184.508000
991.474000 177.034000
+KVIDZALine
ID:Z=7 A=14
7	14
28
0.000000 685.481000
8.771500 678.957000
39.830900 655.857000
70.890400 633.325000
101.885000 611.465000
132.880000 590.283000
165.861000 568.512000
198.843000 547.723000
234.606000 526.336000
270.369000 506.207000
308.516000 486.105000
346.664000 467.404000
384.811000 449.936000
422.958000 433.686000
467.066000 416.134000
511.174000 399.838000
552.898000 385.331000
594.621000 371.570000
637.934000 358.017000
681.247000 345.225000
738.866000 329.558000
796.484000 315.441000
854.500000 302.710000
912.515000 291.490000
987.247000 279.493000
1061.980000 266.342000
1136.710000 255.116000
1211.440000 244.797000
+KVIDZALine
ID:Z=8 A=16
8	16
32
0.000000 823.030000
11.810300 813.547000
43.690900 787.949000
75.571500 763.188000
108.080000 738.816000
140.589000 715.411000
173.569000 692.683000
206.550000 671.022000
253.193000 642.161000
299.836000 615.209000
350.720000 588.000000
401.603000 562.863000
452.958000 539.272000
504.312000 517.342000
544.360000 501.210000
584.407000 485.948000
636.704000 467.152000
689.001000 449.495000
742.711000 432.468000
796.422000 416.644000
846.834000 402.855000
897.247000 389.856000
947.659000 377.654000
998.071000 366.265000
1040.470000 357.420000
1082.880000 349.462000
1125.280000 342.503000
1167.680000 334.451000
1210.090000 327.298000
1252.490000 320.444000
1294.890000 313.872000
1337.300000 307.563000
+KVIDZALine
ID:Z=9 A=18
9	18
24
0.000000 1000.920000
11.549000 992.234000
38.933300 971.639000
65.126900 952.274000
109.180000 920.379000
153.233000 889.529000
224.670000 842.048000
294.917000 798.615000
358.019000 762.312000
421.122000 728.337000
522.325000 678.534000
623.528000 634.597000
694.965000 606.785000
767.593000 580.723000
871.177000 546.454000
974.760000 515.196000
1074.770000 487.965000
1153.350000 468.358000
1230.740000 450.155000
1327.180000 428.931000
1423.620000 410.035000
1520.060000 392.743000
1616.500000 376.786000
1712.950000 362.075000
+KVIDZALine
ID:Z=10 A=20
10	20
29
0.000000 1170.630000
9.155310 1163.600000
51.545300 1131.060000
92.509700 1100.480000
136.237000 1068.850000
179.963000 1038.380000
217.541000 1013.200000
255.119000 988.962000
302.262000 959.849000
349.405000 932.101000
413.629000 896.131000
477.853000 862.019000
549.592000 825.910000
621.332000 791.907000
672.574000 769.032000
723.817000 747.397000
788.724000 721.736000
853.631000 697.807000
940.401000 667.944000
1027.170000 640.042000
1108.480000 615.496000
1189.780000 592.646000
1279.280000 569.307000
1368.790000 547.402000
1455.910000 527.142000
1561.260000 504.241000
1666.600000 483.825000
1771.940000 464.797000
1877.280000 447.212000
+KVIDZALine
ID:Z=11 A=22
11	22
30
0.000000 1345.900000
10.232500 1338.210000
48.263500 1309.620000
86.294400 1281.660000
124.325000 1254.340000
162.356000 1227.690000
224.010000 1186.010000
285.665000 1146.140000
347.319000 1107.990000
408.973000 1071.620000
488.412000 1027.350000
567.852000 986.069000
647.291000 947.688000
726.730000 911.859000
808.540000 877.073000
890.351000 844.085000
972.161000 812.748000
1053.970000 783.267000
1145.270000 752.655000
1236.560000 724.420000
1327.860000 698.167000
1419.150000 673.784000
1510.720000 650.804000
1602.290000 629.073000
1693.860000 608.323000
1785.430000 588.605000
1877.000000 570.404000
1968.570000 553.394000
2060.140000 537.278000
2151.710000 522.075000
+KVIDZALine
ID:Z=12 A=24
12	24
32
0.000000 1527.590000
3.711580 1524.850000
65.365600 1479.360000
115.364000 1443.430000
165.361000 1408.510000
215.359000 1374.640000
284.177000 1329.740000
352.995000 1286.920000
421.813000 1246.030000
490.631000 1207.070000
553.601000 1172.970000
616.572000 1140.290000
679.542000 1109.060000
742.513000 1079.240000
827.973000 1040.670000
913.433000 1004.040000
998.893000 969.212000
1084.350000 936.249000
1162.170000 908.013000
1239.980000 881.417000
1317.790000 856.124000
1395.610000 832.093000
1471.620000 809.906000
1547.640000 788.953000
1623.650000 769.032000
1699.670000 750.020000
1782.730000 729.983000
1865.800000 710.619000
1948.870000 692.040000
2057.890000 669.356000
2166.900000 648.197000
2275.910000 628.263000
+KVIDZALine
ID:Z=13 A=26
13	26
30
0.000000 1716.100000
9.536490 1709.170000
78.079200 1659.390000
144.584000 1612.470000
211.088000 1566.880000
277.592000 1522.840000
346.127000 1478.980000
414.662000 1436.850000
483.198000 1396.560000
551.733000 1358.080000
619.252000 1321.880000
686.772000 1287.200000
754.292000 1254.110000
821.811000 1222.490000
894.916000 1189.510000
968.020000 1157.690000
1041.120000 1127.020000
1114.230000 1097.720000
1211.190000 1061.020000
1308.160000 1026.600000
1405.120000 993.998000
1502.090000 963.051000
1604.630000 932.108000
1707.180000 903.027000
1809.730000 875.381000
1912.280000 848.557000
2014.980000 822.386000
2121.750000 796.522000
2228.530000 773.770000
2335.300000 751.626000
+KVIDZALine
ID:Z=14 A=28
14	28
28
0.000000 1936.720000
3.207880 1934.420000
29.340800 1915.690000
97.494700 1867.450000
165.649000 1820.190000
233.802000 1774.170000
301.956000 1729.510000
386.860000 1676.020000
471.763000 1624.870000
556.667000 1575.720000
641.571000 1528.540000
742.069000 1475.810000
842.567000 1426.320000
943.065000 1379.640000
1043.560000 1335.230000
1146.370000 1292.100000
1249.180000 1251.510000
1351.990000 1212.960000
1454.800000 1176.320000
1539.120000 1147.260000
1623.450000 1119.200000
1707.770000 1092.620000
1792.100000 1067.520000
1894.910000 1038.270000
1997.720000 1010.090000
2100.530000 983.174000
2203.330000 958.386000
2306.140000 934.524000
+KVIDZALine
ID:Z=15 A=30
15	30
24
0.000000 2115.310000
14.306200 2105.090000
83.955100 2055.320000
153.604000 2006.850000
223.253000 1959.590000
292.902000 1913.330000
384.512000 1853.960000
476.122000 1796.840000
567.732000 1743.030000
659.343000 1692.810000
803.660000 1619.640000
947.978000 1550.470000
1092.300000 1483.900000
1236.610000 1421.370000
1355.830000 1372.870000
1475.050000 1327.870000
1594.270000 1286.000000
1713.490000 1245.920000
1820.780000 1211.380000
1928.080000 1178.680000
2035.380000 1147.550000
2142.680000 1117.930000
2249.970000 1090.050000
2357.270000 1063.430000
+KVIDZALine
ID:Z=16 A=32
16	32
19
0.000000 2353.820000
4.518930 2350.570000
162.226000 2237.300000
291.240000 2150.950000
420.254000 2069.120000
549.268000 1990.730000
686.096000 1912.220000
822.925000 1838.800000
959.753000 1771.190000
1096.580000 1707.290000
1226.430000 1649.050000
1356.280000 1594.170000
1486.120000 1542.080000
1615.970000 1492.860000
1787.700000 1432.060000
1959.440000 1376.350000
2131.170000 1324.680000
2302.910000 1276.720000
2474.640000 1232.140000
+KVIDZALine
ID:Z=17 A=34
17	34
18
0.000000 2569.390000
3.124200 2567.240000
156.834000 2461.590000
270.543000 2384.820000
384.253000 2309.290000
497.961000 2237.050000
617.357000 2165.380000
736.752000 2097.970000
856.147000 2034.150000
975.542000 1973.330000
1116.230000 1905.400000
1256.920000 1842.130000
1397.610000 1781.890000
1538.300000 1723.920000
1729.940000 1649.900000
1921.580000 1581.240000
2158.850000 1503.380000
2396.120000 1434.160000
+KVIDZALine
ID:Z=18 A=37
18	37
25
0.000000 2767.370000
11.548400 2759.490000
86.063300 2708.660000
159.096000 2660.000000
232.129000 2612.010000
305.162000 2563.520000
385.551000 2509.390000
465.940000 2455.500000
546.329000 2403.580000
626.718000 2354.570000
704.480000 2309.500000
782.241000 2265.870000
860.003000 2223.590000
937.765000 2182.510000
1016.050000 2142.750000
1094.340000 2104.170000
1172.630000 2066.920000
1250.910000 2030.710000
1375.960000 1974.820000
1501.010000 1920.660000
1626.060000 1868.520000
1751.110000 1817.770000
1876.160000 1767.030000
2001.210000 1723.830000
2126.260000 1680.890000
+KVIDZALine
ID:Z=19 A=39
19	39
20
0.000000 2996.460000
13.691300 2986.960000
73.591000 2945.380000
137.158000 2902.190000
183.611000 2870.880000
229.963000 2839.630000
287.705000 2800.140000
345.447000 2760.470000
436.453000 2700.110000
527.460000 2642.520000
641.688000 2572.860000
755.917000 2505.780000
880.815000 2436.510000
1005.710000 2370.700000
1137.520000 2305.180000
1269.320000 2242.330000
1413.670000 2175.490000
1558.030000 2111.740000
1702.380000 2054.420000
1846.740000 1998.970000
+KVIDZALine
ID:Z=20 A=41
20	41
27
0.000000 3203.090000
10.024000 3196.420000
63.200200 3161.050000
116.376000 3125.120000
145.715000 3105.010000
175.054000 3084.840000
223.951000 3051.070000
272.849000 3017.730000
333.971000 2976.660000
395.093000 2936.550000
448.269000 2902.230000
501.445000 2868.120000
561.345000 2829.860000
621.245000 2792.000000
703.148000 2741.800000
785.052000 2693.660000
857.176000 2653.090000
929.300000 2613.250000
1003.260000 2573.330000
1077.220000 2534.220000
1168.290000 2487.930000
1259.360000 2442.950000
1342.490000 2402.060000
1425.610000 2360.620000
1508.740000 2324.230000
1591.860000 2287.560000
1674.990000 2252.020000
+KVIDZALine
ID:Z=21 A=43
21	43
12
8.230550 3441.230000
102.449000 3364.980000
184.754000 3303.490000
265.436000 3245.280000
364.527000 3174.770000
465.785000 3102.620000
568.680000 3031.980000
662.197000 2971.580000
755.713000 2913.850000
849.230000 2857.150000
942.747000 2803.080000
1036.260000 2751.030000
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI1_SI2_431
<PARAMETER> Runlist=40-776
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.965000,1.013905,1.048778|2:1.050778,1.115867,1.148234|3:1.150234,1.194126,1.228463
<PARAMETER> PIDRANGE2=3:1.796195,1.856035,1.910667|4:1.912667,2.003643,2.055000
<PARAMETER> PIDRANGE3=6:2.825000,2.874292,2.941500|7:2.943500,3.003097,3.056857|8:3.058857,3.115244,3.181050
<PARAMETER> PIDRANGE4=7:3.665000,3.715446,3.786000|9:3.952968,4.003357,4.055667|10:4.057667,4.132857,4.175000
<PARAMETER> PIDRANGE5=10:4.779452,4.855971,4.926000|11:4.928000,4.996066,5.076857|12:5.078857,5.146765,5.213242
<PARAMETER> PIDRANGE6=11:5.795000,5.854024,5.908211|12:5.910211,6.003917,6.072571|13:6.074571,6.133741,6.194000|14:6.196000,6.237533,6.295000
<PARAMETER> PIDRANGE7=13:6.675000,6.726667,6.796857|14:6.798857,6.865399,6.918400|15:6.920400,7.005079,7.096000|16:7.098000,7.126500,7.197793
<PARAMETER> PIDRANGE8=15:7.788584,7.845000,7.904000|16:7.906000,7.996069,8.074000|17:8.076000,8.126758,8.191500|18:8.193500,8.254437,8.305000
<PARAMETER> PIDRANGE9=17:8.695000,8.736633,8.794000|18:8.796000,8.874324,8.941500|19:8.943500,9.003750,9.055667|20:9.057667,9.133226,9.186857|21:9.188857,9.233571,9.318113
<PARAMETER> PIDRANGE10=19:9.656773,9.716163,9.786000|20:9.788000,9.864426,9.927333|21:9.929333,9.995580,10.065667|22:10.067667,10.133785,10.206000|23:10.208000,10.249000,10.305099
<PARAMETER> PIDRANGE11=21:10.665000,10.709000,10.780213|22:10.785540,10.855616,10.918000|23:10.920000,10.995845,11.057684|24:11.059684,11.134683,11.177636|25:11.179636,11.252500,11.342466
<PARAMETER> PIDRANGE12=23:11.664384,11.714333,11.776000|24:11.778000,11.864816,11.918286|25:11.920286,11.985612,12.065818|26:12.067818,12.123791,12.187333|27:12.189333,12.256667,12.323973
<PARAMETER> PIDRANGE13=26:12.809132,12.865122,12.931500|27:12.933500,12.995120,13.047571|28:13.049571,13.115417,13.166000|29:13.168000,13.230000,13.283638
<PARAMETER> PIDRANGE14=27:13.585000,13.647000,13.667333|28:13.669333,13.745549,13.812333|29:13.814333,13.865909,13.926857|30:13.928857,13.988448,14.064000|31:14.066000,14.137500,14.188737
<PARAMETER> PIDRANGE15=30:14.786149,14.882857,14.906000|31:14.908000,14.987692,15.057333|32:15.059333,15.118636,15.156500
<PARAMETER> PIDRANGE16=33:15.602131,15.885000,16.089193
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
27
0.000000 21.831100
1.435900 20.943200
3.350020 19.759700
9.270320 16.527000
15.998500 13.342100
24.756500 10.024200
33.005200 7.671480
45.548500 6.035710
55.205600 5.262290
66.305800 4.512360
77.406000 3.949510
88.506200 3.511500
99.606400 3.160940
110.707000 2.874030
121.807000 2.634870
132.907000 2.432450
144.007000 2.258910
155.107000 2.108490
166.208000 1.976850
177.308000 1.860680
188.408000 1.757410
199.508000 1.664990
210.608000 1.581810
221.708000 1.506550
232.809000 1.438120
243.909000 1.375640
255.009000 1.318370
+KVIDZALine
ID:Z=2 A=4
2	4
24
0.000000 89.966100
2.338060 88.187100
5.719560 85.614200
10.877900 81.822000
15.738900 78.333500
29.140200 69.570100
42.239200 62.219300
55.338200 56.106900
69.243300 50.781100
80.024800 47.348400
97.859500 42.620100
115.594000 38.757600
134.024000 35.733900
152.454000 32.792500
170.885000 30.411700
189.315000 28.353200
207.745000 26.555700
226.176000 24.972500
244.606000 23.567400
263.036000 22.312100
281.467000 21.183700
299.897000 20.164000
318.327000 19.237900
336.758000 18.393100
+KVIDZALine
ID:Z=3 A=7
3	7
22
0.000000 182.277000
2.937070 180.086000
8.499130 175.935000
21.168600 166.746000
42.284500 152.274000
57.329500 142.824000
79.237200 130.417000
104.048000 118.344000
127.804000 108.539000
152.615000 99.902100
177.954000 92.328000
198.014000 86.941700
220.977000 81.338500
238.398000 77.470200
269.280000 71.611500
300.162000 66.569700
331.044000 62.178400
361.926000 58.330500
392.808000 54.931200
423.690000 51.906200
454.572000 49.197000
485.453000 46.756600
+KVIDZALine
ID:Z=4 A=9
4	9
25
0.000000 285.929000
4.674130 282.058000
18.784700 270.373000
32.233900 259.645000
55.173000 242.452000
78.416300 226.473000
107.636000 208.537000
136.857000 193.246000
166.475000 180.150000
196.094000 169.041000
220.665000 160.682000
245.237000 152.732000
273.660000 143.956000
302.083000 135.722000
324.431000 129.662000
346.778000 124.042000
375.774000 117.625000
404.770000 112.360000
433.766000 106.848000
462.762000 102.084000
491.758000 97.727300
520.754000 93.727000
549.750000 90.041300
578.745000 86.634500
607.741000 83.476100
+KVIDZALine
ID:Z=5 A=11
5	11
22
0.000000 399.705000
4.426670 396.228000
37.960600 369.881000
71.494600 345.106000
96.350500 328.147000
121.206000 312.401000
147.644000 296.978000
174.082000 282.552000
213.625000 262.883000
253.169000 245.720000
295.876000 229.303000
338.582000 214.943000
379.256000 203.006000
419.929000 191.916000
469.347000 179.320000
518.765000 167.815000
564.130000 158.648000
609.494000 150.807000
654.859000 143.499000
700.224000 136.867000
745.589000 130.821000
790.954000 125.286000
+KVIDZALine
ID:Z=6 A=12
6	12
23
0.000000 509.385000
5.188240 505.287000
29.921200 485.753000
54.654100 466.840000
95.267500 437.433000
135.881000 410.247000
172.143000 387.970000
208.405000 367.568000
249.309000 346.641000
290.212000 327.652000
338.368000 307.492000
386.524000 289.358000
435.260000 272.931000
483.996000 258.110000
533.312000 244.633000
582.629000 232.386000
624.161000 223.025000
665.694000 214.574000
721.890000 204.935000
778.086000 194.967000
834.282000 186.322000
890.478000 178.412000
946.674000 171.145000
+KVIDZALine
ID:Z=7 A=14
7	14
28
0.000000 663.019000
8.375150 656.539000
38.031100 633.592000
67.687100 611.407000
97.281300 590.081000
126.875000 569.625000
158.367000 548.847000
189.858000 529.067000
224.005000 508.745000
258.152000 489.474000
294.576000 470.007000
330.999000 451.665000
367.423000 434.458000
403.846000 418.427000
445.961000 401.295000
488.076000 385.518000
527.914000 371.659000
567.753000 358.639000
609.109000 345.909000
650.464000 333.853000
705.479000 318.901000
760.494000 305.115000
815.888000 292.669000
871.282000 281.749000
942.638000 270.319000
1013.990000 257.434000
1085.350000 246.540000
1156.700000 236.532000
+KVIDZALine
ID:Z=8 A=16
8	16
32
0.000000 793.563000
11.276600 784.606000
41.716700 760.429000
72.156700 737.030000
103.197000 713.982000
134.237000 691.805000
165.727000 670.249000
197.216000 649.648000
241.752000 622.051000
286.288000 596.120000
334.872000 569.701000
383.456000 545.036000
432.490000 521.968000
481.525000 500.545000
519.762000 484.937000
558.000000 470.128000
607.934000 451.952000
657.868000 435.109000
709.151000 419.095000
760.435000 404.092000
808.569000 390.745000
856.704000 377.995000
904.838000 365.884000
952.973000 354.542000
993.460000 345.821000
1033.950000 338.005000
1074.430000 331.146000
1114.920000 323.194000
1155.410000 316.152000
1195.890000 309.410000
1236.380000 302.950000
1276.870000 296.754000
+KVIDZALine
ID:Z=9 A=18
9	18
24
0.000000 966.682000
11.027200 958.198000
37.174000 938.081000
62.184100 919.262000
104.246000 888.459000
146.309000 858.851000
214.518000 813.486000
281.590000 771.964000
341.842000 736.989000
402.093000 704.013000
498.723000 655.363000
595.353000 612.357000
663.562000 585.288000
732.908000 560.259000
831.812000 527.788000
930.715000 498.239000
1026.210000 471.916000
1101.240000 452.735000
1175.130000 435.006000
1267.210000 414.523000
1359.300000 396.374000
1451.380000 379.500000
1543.460000 364.042000
1635.540000 349.795000
+KVIDZALine
ID:Z=10 A=20
10	20
29
0.000000 1131.460000
8.741620 1124.680000
49.216200 1093.330000
88.329500 1063.890000
130.081000 1033.440000
171.832000 1004.110000
207.711000 979.855000
243.591000 956.475000
288.604000 928.371000
333.617000 901.483000
394.939000 866.639000
456.261000 833.735000
524.758000 799.236000
593.256000 766.831000
642.183000 744.863000
691.110000 723.975000
753.084000 698.858000
815.059000 675.271000
897.908000 645.838000
980.758000 618.769000
1058.390000 595.305000
1136.020000 573.245000
1221.480000 550.384000
1306.940000 529.022000
1390.130000 509.382000
1490.710000 487.350000
1591.290000 467.835000
1691.870000 449.306000
1792.450000 432.318000
+KVIDZALine
ID:Z=11 A=22
11	22
30
0.000000 1303.960000
9.770170 1296.240000
46.082600 1267.540000
82.395100 1239.530000
118.708000 1212.220000
155.020000 1185.680000
213.888000 1144.490000
272.757000 1105.630000
331.625000 1069.120000
390.493000 1034.800000
466.343000 993.390000
542.193000 954.522000
618.042000 917.793000
693.892000 882.908000
772.006000 848.955000
850.119000 816.716000
928.233000 786.261000
1006.350000 757.502000
