# Runlist.csv file written by KVINDRADB::WriteRunListFile on Tue Dec  7 10:55:16 2010
Version=10
2 | Buffers=8067 | Events=32247 | Faraday 1=0 | Faraday 2=0 | DEC=0 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=35976 | Gene TM=0 | Gene MARQ=35976 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | PRG23=0 | Length (min.)=48.660367 | Size (MB)=126.046900 | Dead time (%)=0.000000 | Start Date=12-NOV-2010 09:31:29.00 | End Date=12-NOV-2010 10:20:19.00 | Comments=Piedestaux ChIo/Si sans HT | 
232 | Buffers=6309 | Events=18921 | Faraday 1=0 | Faraday 2=0 | DEC=669 | FC=18953 | OK=18953 | FT=18953 | AVL=0 | OCD=18953 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=18953 | Gene DIRECT=76103 | Gene TM=0 | Gene MARQ=76103 | OA=18953 | RAZ=18954 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | PRG23=0 | Length (min.)=6.861680 | Size (MB)=98.578120 | Dead time (%)=0.000000 | Start Date=27-NOV-2010 23:08:10.00 | End Date=27-NOV-2010 23:15:06.00 | Comments=Piedestaux CsI | Logbook=p. 54 | 
233 | Buffers=3848 | Events=11525 | Faraday 1=0 | Faraday 2=0 | DEC=428 | FC=11504 | OK=11504 | FT=11504 | AVL=0 | OCD=11504 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=11504 | Gene DIRECT=46314 | Gene TM=0 | Gene MARQ=46314 | OA=11504 | RAZ=11505 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | PRG23=0 | Length (min.)=4.296155 | Size (MB)=60.125000 | Dead time (%)=0.000000 | Start Date=27-NOV-2010 23:15:06.00 | End Date=27-NOV-2010 23:19:15.00 | Comments=Piedestaux CsI | Logbook=p. 54 | 
234 | Buffers=6309 | Events=337465 | Faraday 1=0 | Faraday 2=0 | DEC=1155844 | FC=338043 | OK=338043 | FT=338043 | AVL=0 | OCD=338043 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=33773 | Gene TM=16488 | Gene MARQ=0 | OA=338043 | RAZ=338044 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | PRG23=0 | Length (min.)=3.010842 | Size (MB)=98.578120 | Dead time (%)=48.820065 | Start Date=28-NOV-2010 02:09:13.00 | End Date=28-NOV-2010 02:12:13.00 | Comments=mise en place du PRG23 - pas dans les feuilles de run | 
235 | Buffers=513 | Events=0 | Faraday 1=0 | PRG23=21491 | DEC=1160 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=1863 | Gene TM=1863 | Gene MARQ=0 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=0.951439 | Size (MB)=8.015625 | Dead time (%)=100.000000 | Start Date=28-NOV-2010 02:22:28.00 | End Date=28-NOV-2010 02:23:27.00 | 
236 | Buffers=6306 | Events=200773 | Faraday 1=10 | PRG23=413045 | DEC=550080 | FC=200897 | OK=200897 | FT=200897 | AVL=0 | OCD=200897 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=35270 | Gene TM=13919 | Gene MARQ=0 | OA=200897 | RAZ=200897 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=3.151645 | Size (MB)=98.531250 | Dead time (%)=39.464134 | Start Date=28-NOV-2010 02:24:20.00 | End Date=28-NOV-2010 02:27:24.00 | Comments=PRG23 ecrit dans feuille de run | 
237 | Buffers=6309 | Events=221479 | Faraday 1=9 | PRG23=398385 | DEC=512120 | FC=221301 | OK=221301 | FT=221301 | AVL=0 | OCD=221301 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=34163 | Gene TM=14851 | Gene MARQ=0 | OA=221301 | RAZ=221302 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=3.141372 | Size (MB)=98.578120 | Dead time (%)=43.471008 | Start Date=28-NOV-2010 02:27:24.00 | End Date=28-NOV-2010 02:30:29.00 | 
238 | Buffers=6306 | Events=246252 | Faraday 1=8 | PRG23=377857 | DEC=622875 | FC=245258 | OK=245258 | FT=245258 | AVL=0 | OCD=245258 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=32446 | Gene TM=15188 | Gene MARQ=0 | OA=245258 | RAZ=245258 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=2.971782 | Size (MB)=98.531250 | Dead time (%)=46.810085 | Start Date=28-NOV-2010 02:30:29.00 | End Date=28-NOV-2010 02:33:28.00 | 
239 | Buffers=6309 | Events=247178 | Faraday 1=10 | PRG23=377475 | DEC=641566 | FC=247502 | OK=247502 | FT=247502 | AVL=0 | OCD=247502 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=32278 | Gene TM=15153 | Gene MARQ=0 | OA=247502 | RAZ=247502 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=2.966143 | Size (MB)=98.578120 | Dead time (%)=46.945290 | Start Date=28-NOV-2010 02:33:28.00 | End Date=28-NOV-2010 02:36:27.00 | 
240 | Buffers=6308 | Events=218094 | Faraday 1=10 | PRG23=400565 | DEC=509852 | FC=216190 | OK=216190 | FT=216190 | AVL=0 | OCD=216190 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=33729 | Gene TM=14680 | Gene MARQ=0 | OA=216190 | RAZ=216190 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=3.111673 | Size (MB)=98.562500 | Dead time (%)=43.523376 | Start Date=28-NOV-2010 02:36:27.00 | End Date=28-NOV-2010 02:40:01.00 | 
241 | Buffers=31 | Events=876 | Faraday 1=10 | PRG23=404716 | DEC=514879 | FC=218381 | OK=218381 | FT=218381 | AVL=0 | OCD=218381 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=34081 | Gene TM=14824 | Gene MARQ=0 | OA=218381 | RAZ=218381 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=0.090120 | Size (MB)=0.484375 | Dead time (%)=43.496376 | Start Date=28-NOV-2010 02:40:01.00 | End Date=28-NOV-2010 02:40:03.00 | Comments=arrete pour passer a M>\equal3 | 
242 | Buffers=6309 | Events=122162 | Faraday 1=12 | PRG23=467770 | DEC=273332 | FC=120068 | OK=120068 | FT=120068 | AVL=0 | OCD=120068 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=40055 | Gene TM=11665 | Gene MARQ=0 | OA=120068 | RAZ=120068 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.651975 | Size (MB)=98.578120 | Dead time (%)=29.122458 | Start Date=28-NOV-2010 02:41:21.00 | End Date=28-NOV-2010 02:45:11.00 | 
243 | Buffers=2799 | Events=53805 | Faraday 1=5 | PRG23=213765 | DEC=121665 | FC=53312 | OK=53312 | FT=53312 | AVL=0 | OCD=53312 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=18562 | Gene TM=5477 | Gene MARQ=0 | OA=53312 | RAZ=53313 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=1.779995 | Size (MB)=43.734380 | Dead time (%)=29.506519 | Start Date=28-NOV-2010 02:45:11.00 | End Date=28-NOV-2010 02:47:05.00 | Comments=arrete pour masquer detecteurs qui pedalent | 
244 | Buffers=6309 | Events=122265 | Faraday 1=12 | PRG23=483075 | DEC=276335 | FC=121902 | OK=121902 | FT=121902 | AVL=0 | OCD=121902 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=41956 | Gene TM=12207 | Gene MARQ=0 | OA=121902 | RAZ=121903 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.778320 | Size (MB)=98.578120 | Dead time (%)=29.094767 | Start Date=28-NOV-2010 02:56:05.00 | End Date=28-NOV-2010 02:59:28.00 | 
245 | Buffers=6309 | Events=122329 | Faraday 1=11 | PRG23=480565 | DEC=275775 | FC=121808 | OK=121808 | FT=121808 | AVL=0 | OCD=121808 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=42273 | Gene TM=12101 | Gene MARQ=0 | OA=121808 | RAZ=121808 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.887870 | Size (MB)=98.578120 | Dead time (%)=28.625837 | Start Date=28-NOV-2010 02:59:28.00 | End Date=28-NOV-2010 03:03:25.00 | 
246 | Buffers=6308 | Events=122192 | Faraday 1=11 | PRG23=482502 | DEC=274741 | FC=121863 | OK=121863 | FT=121863 | AVL=0 | OCD=121863 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=42770 | Gene TM=12126 | Gene MARQ=0 | OA=121863 | RAZ=121863 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.925622 | Size (MB)=98.562500 | Dead time (%)=28.351648 | Start Date=28-NOV-2010 03:03:25.00 | End Date=28-NOV-2010 03:07:23.00 | 
247 | Buffers=6307 | Events=121675 | Faraday 1=11 | PRG23=482798 | DEC=276857 | FC=121833 | OK=121833 | FT=121833 | AVL=0 | OCD=121833 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=42448 | Gene TM=12200 | Gene MARQ=0 | OA=121833 | RAZ=121834 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.891153 | Size (MB)=98.546880 | Dead time (%)=28.741049 | Start Date=28-NOV-2010 03:07:23.00 | End Date=28-NOV-2010 03:11:20.00 | 
248 | Buffers=6307 | Events=122067 | Faraday 1=12 | PRG23=482653 | DEC=280223 | FC=122075 | OK=122075 | FT=122075 | AVL=0 | OCD=122075 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=42394 | Gene TM=12159 | Gene MARQ=0 | OA=122075 | RAZ=122075 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.893040 | Size (MB)=98.546880 | Dead time (%)=28.680946 | Start Date=28-NOV-2010 03:11:20.00 | End Date=28-NOV-2010 03:15:16.00 | 
249 | Buffers=6307 | Events=121828 | Faraday 1=11 | PRG23=485450 | DEC=273773 | FC=121799 | OK=121799 | FT=121799 | AVL=0 | OCD=121799 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=43463 | Gene TM=11740 | Gene MARQ=0 | OA=121799 | RAZ=121800 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.968457 | Size (MB)=98.546880 | Dead time (%)=27.011480 | Start Date=28-NOV-2010 03:15:17.00 | End Date=28-NOV-2010 03:19:16.00 | 
250 | Buffers=6308 | Events=122186 | Faraday 1=12 | PRG23=482617 | DEC=272835 | FC=122299 | OK=122299 | FT=122299 | AVL=0 | OCD=122299 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=43723 | Gene TM=12230 | Gene MARQ=0 | OA=122299 | RAZ=122300 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.016425 | Size (MB)=98.562500 | Dead time (%)=27.971548 | Start Date=28-NOV-2010 03:19:16.00 | End Date=28-NOV-2010 03:23:16.00 | 
251 | Buffers=6308 | Events=122752 | Faraday 1=12 | PRG23=483329 | DEC=273490 | FC=122220 | OK=122220 | FT=122220 | AVL=0 | OCD=122220 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=44493 | Gene TM=12120 | Gene MARQ=0 | OA=122220 | RAZ=122220 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.098015 | Size (MB)=98.562500 | Dead time (%)=27.240240 | Start Date=28-NOV-2010 03:23:16.00 | End Date=28-NOV-2010 03:27:19.00 | 
252 | Buffers=6310 | Events=122569 | Faraday 1=11 | PRG23=479025 | DEC=269070 | FC=121959 | OK=121959 | FT=121959 | AVL=0 | OCD=121959 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=44727 | Gene TM=12242 | Gene MARQ=0 | OA=121959 | RAZ=121960 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.075767 | Size (MB)=98.593750 | Dead time (%)=27.370493 | Start Date=28-NOV-2010 03:27:19.00 | End Date=28-NOV-2010 03:31:22.00 | 
253 | Buffers=6309 | Events=122622 | Faraday 1=12 | PRG23=482163 | DEC=274445 | FC=122578 | OK=122578 | FT=122578 | AVL=0 | OCD=122578 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=44998 | Gene TM=12224 | Gene MARQ=0 | OA=122578 | RAZ=122579 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.097393 | Size (MB)=98.578120 | Dead time (%)=27.165651 | Start Date=28-NOV-2010 03:31:22.00 | End Date=28-NOV-2010 03:35:25.00 | 
254 | Buffers=6309 | Events=122817 | Faraday 1=11 | PRG23=479590 | DEC=274553 | FC=122859 | OK=122859 | FT=122859 | AVL=0 | OCD=122859 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=44926 | Gene TM=12182 | Gene MARQ=0 | OA=122859 | RAZ=122859 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.073415 | Size (MB)=98.578120 | Dead time (%)=27.115702 | Start Date=28-NOV-2010 03:35:25.00 | End Date=28-NOV-2010 03:39:27.00 | 
255 | Buffers=6309 | Events=123201 | Faraday 1=11 | PRG23=478967 | DEC=271983 | FC=122456 | OK=122456 | FT=122456 | AVL=0 | OCD=122456 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=45348 | Gene TM=11979 | Gene MARQ=0 | OA=122456 | RAZ=122456 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.165613 | Size (MB)=98.578120 | Dead time (%)=26.415718 | Start Date=28-NOV-2010 03:39:27.00 | End Date=28-NOV-2010 03:44:02.00 | 
256 | Buffers=6309 | Events=122991 | Faraday 1=10 | PRG23=480552 | DEC=270010 | FC=122906 | OK=122906 | FT=122906 | AVL=0 | OCD=122906 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=46189 | Gene TM=11817 | Gene MARQ=0 | OA=122906 | RAZ=122906 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.222120 | Size (MB)=98.578120 | Dead time (%)=25.584013 | Start Date=28-NOV-2010 03:44:02.00 | End Date=28-NOV-2010 03:48:09.00 | 
257 | Buffers=6307 | Events=122090 | Faraday 1=10 | PRG23=464775 | DEC=277152 | FC=121685 | OK=121685 | FT=121685 | AVL=0 | OCD=121685 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=41944 | Gene TM=11953 | Gene MARQ=0 | OA=121685 | RAZ=121686 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.825935 | Size (MB)=98.546880 | Dead time (%)=28.497520 | Start Date=28-NOV-2010 03:48:09.00 | End Date=28-NOV-2010 03:52:04.00 | 
258 | Buffers=6309 | Events=120903 | Faraday 1=8 | PRG23=424416 | DEC=282896 | FC=120439 | OK=120439 | FT=120439 | AVL=0 | OCD=120439 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=32635 | Gene TM=11868 | Gene MARQ=0 | OA=120439 | RAZ=120440 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.975560 | Size (MB)=98.578120 | Dead time (%)=36.365864 | Start Date=28-NOV-2010 03:52:06.00 | End Date=28-NOV-2010 03:55:05.00 | 
259 | Buffers=6307 | Events=121323 | Faraday 1=7 | PRG23=409941 | DEC=280502 | FC=121071 | OK=121071 | FT=121071 | AVL=0 | OCD=121071 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28528 | Gene TM=11660 | Gene MARQ=0 | OA=121071 | RAZ=121071 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.614988 | Size (MB)=98.546880 | Dead time (%)=40.872128 | Start Date=28-NOV-2010 03:55:05.00 | End Date=28-NOV-2010 03:57:24.00 | 
260 | Buffers=6306 | Events=120435 | Faraday 1=7 | PRG23=408913 | DEC=280354 | FC=120409 | OK=120409 | FT=120409 | AVL=0 | OCD=120409 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28242 | Gene TM=11649 | Gene MARQ=0 | OA=120409 | RAZ=120409 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.621290 | Size (MB)=98.531250 | Dead time (%)=41.247078 | Start Date=28-NOV-2010 03:57:24.00 | End Date=28-NOV-2010 04:00:13.00 | 
261 | Buffers=6306 | Events=120408 | Faraday 1=7 | PRG23=414404 | DEC=285986 | FC=120251 | OK=120251 | FT=120251 | AVL=0 | OCD=120251 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28222 | Gene TM=11673 | Gene MARQ=0 | OA=120251 | RAZ=120252 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.618307 | Size (MB)=98.531250 | Dead time (%)=41.361351 | Start Date=28-NOV-2010 04:00:13.00 | End Date=28-NOV-2010 04:03:01.00 | 
262 | Buffers=6308 | Events=120828 | Faraday 1=7 | PRG23=416669 | DEC=289872 | FC=121018 | OK=121018 | FT=121018 | AVL=0 | OCD=121018 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28203 | Gene TM=11972 | Gene MARQ=0 | OA=121018 | RAZ=121018 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.624230 | Size (MB)=98.562500 | Dead time (%)=42.449387 | Start Date=28-NOV-2010 04:03:01.00 | End Date=28-NOV-2010 04:05:20.00 | 
263 | Buffers=6307 | Events=120458 | Faraday 1=7 | PRG23=413464 | DEC=287886 | FC=120461 | OK=120461 | FT=120461 | AVL=0 | OCD=120461 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28195 | Gene TM=11918 | Gene MARQ=0 | OA=120461 | RAZ=120461 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.619727 | Size (MB)=98.546880 | Dead time (%)=42.269905 | Start Date=28-NOV-2010 04:05:20.00 | End Date=28-NOV-2010 04:08:09.00 | 
264 | Buffers=6307 | Events=120569 | Faraday 1=7 | PRG23=409726 | DEC=288173 | FC=119870 | OK=119870 | FT=119870 | AVL=0 | OCD=119870 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=27683 | Gene TM=11904 | Gene MARQ=0 | OA=119870 | RAZ=119871 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.598622 | Size (MB)=98.546880 | Dead time (%)=43.001122 | Start Date=28-NOV-2010 04:08:09.00 | End Date=28-NOV-2010 04:10:27.00 | 
265 | Buffers=6307 | Events=120632 | Faraday 1=8 | PRG23=417398 | DEC=284439 | FC=120338 | OK=120338 | FT=120338 | AVL=0 | OCD=120338 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28462 | Gene TM=11882 | Gene MARQ=0 | OA=120338 | RAZ=120338 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.642337 | Size (MB)=98.546880 | Dead time (%)=41.746891 | Start Date=28-NOV-2010 04:10:27.00 | End Date=28-NOV-2010 04:13:16.00 | 
266 | Buffers=6308 | Events=120935 | Faraday 1=8 | PRG23=411728 | DEC=275587 | FC=119472 | OK=119472 | FT=119472 | AVL=0 | OCD=119472 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28790 | Gene TM=11710 | Gene MARQ=0 | OA=119472 | RAZ=119473 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.719473 | Size (MB)=98.562500 | Dead time (%)=40.673843 | Start Date=28-NOV-2010 04:13:16.00 | End Date=28-NOV-2010 04:16:07.00 | 
267 | Buffers=6307 | Events=120654 | Faraday 1=8 | PRG23=415291 | DEC=281896 | FC=119807 | OK=119807 | FT=119807 | AVL=0 | OCD=119807 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28867 | Gene TM=11523 | Gene MARQ=0 | OA=119807 | RAZ=119808 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.691753 | Size (MB)=98.546880 | Dead time (%)=39.917553 | Start Date=28-NOV-2010 04:16:08.00 | End Date=28-NOV-2010 04:18:28.00 | 
268 | Buffers=6307 | Events=121097 | Faraday 1=8 | PRG23=418312 | DEC=287148 | FC=120748 | OK=120748 | FT=120748 | AVL=0 | OCD=120748 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28941 | Gene TM=12078 | Gene MARQ=0 | OA=120748 | RAZ=120748 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.677665 | Size (MB)=98.546880 | Dead time (%)=41.733181 | Start Date=28-NOV-2010 04:18:28.00 | End Date=28-NOV-2010 04:21:19.00 | 
269 | Buffers=6309 | Events=120874 | Faraday 1=7 | PRG23=419692 | DEC=287917 | FC=120487 | OK=120487 | FT=120487 | AVL=0 | OCD=120487 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=29082 | Gene TM=11976 | Gene MARQ=0 | OA=120487 | RAZ=120488 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.702020 | Size (MB)=98.578120 | Dead time (%)=41.180111 | Start Date=28-NOV-2010 04:21:19.00 | End Date=28-NOV-2010 04:24:10.00 | 
270 | Buffers=6308 | Events=120592 | Faraday 1=7 | PRG23=419563 | DEC=288477 | FC=120098 | OK=120098 | FT=120098 | AVL=0 | OCD=120098 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=29088 | Gene TM=11815 | Gene MARQ=0 | OA=120098 | RAZ=120098 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.690350 | Size (MB)=98.562500 | Dead time (%)=40.618126 | Start Date=28-NOV-2010 04:24:10.00 | End Date=28-NOV-2010 04:27:01.00 | 
271 | Buffers=6309 | Events=121078 | Faraday 1=8 | PRG23=420929 | DEC=288471 | FC=119892 | OK=119892 | FT=119892 | AVL=0 | OCD=119892 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=30571 | Gene TM=11527 | Gene MARQ=0 | OA=119892 | RAZ=119892 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.851082 | Size (MB)=98.578120 | Dead time (%)=37.705669 | Start Date=28-NOV-2010 04:27:01.00 | End Date=28-NOV-2010 04:29:26.00 | 
272 | Buffers=6308 | Events=121242 | Faraday 1=8 | PRG23=430537 | DEC=290941 | FC=121060 | OK=121060 | FT=121060 | AVL=0 | OCD=121060 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=30084 | Gene TM=11980 | Gene MARQ=0 | OA=121060 | RAZ=121061 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.773948 | Size (MB)=98.562500 | Dead time (%)=39.821831 | Start Date=28-NOV-2010 04:29:26.00 | End Date=28-NOV-2010 04:32:20.00 | 
273 | Buffers=6309 | Events=121080 | Faraday 1=8 | PRG23=428306 | DEC=286869 | FC=120593 | OK=120593 | FT=120593 | AVL=0 | OCD=120593 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=30122 | Gene TM=11781 | Gene MARQ=0 | OA=120593 | RAZ=120593 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.798167 | Size (MB)=98.578120 | Dead time (%)=39.110950 | Start Date=28-NOV-2010 04:32:20.00 | End Date=28-NOV-2010 04:35:14.00 | 
274 | Buffers=6307 | Events=121245 | Faraday 1=7 | PRG23=425506 | DEC=287135 | FC=120861 | OK=120861 | FT=120861 | AVL=0 | OCD=120861 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=29713 | Gene TM=11714 | Gene MARQ=0 | OA=120861 | RAZ=120861 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.722757 | Size (MB)=98.546880 | Dead time (%)=39.423820 | Start Date=28-NOV-2010 04:35:14.00 | End Date=28-NOV-2010 04:38:06.00 | 
59 | Buffers=0 | Events=0 | Faraday 1=0 | Faraday 2=0 | DEC=0 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=0 | Gene TM=0 | Gene MARQ=0 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | PRG23=0 | Length (min.)=4.550000 | Size (MB)=0.000000 | Dead time (%)=0.000000 | Start Date=27-NOV-2010 02:15:03.00 | End Date=27-NOV-2010 02:19:20.00 | Comments=Faisceaulogie, runs sans cible | 
60 | Buffers=0 | Events=0 | Faraday 1=0 | Faraday 2=0 | DEC=0 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=0 | Gene TM=0 | Gene MARQ=0 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | PRG23=0 | Length (min.)=7.200000 | Size (MB)=0.000000 | Dead time (%)=0.000000 | Start Date=27-NOV-2010 02:19:20.00 | End Date=27-NOV-2010 02:26:04.00 | Comments=Faisceaulogie, runs sans cible | 
