602.49   627.73
643.159   667.595
685.667   710.852
735.905   763.016
842.82   880.489
896.361   937.333
3793.4   4056.1
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
24
61.3991   72.2696
64.7535   78.1967
83.331   104.276
91.3297   114.352
101.908   128.577
130.033   162.361
167.188   203.258
192.733   230.523
217.245   257.195
239.435   280.904
263.173   305.796
301.618   344.916
344.192   388.183
387.024   431.451
434.242   477.683
476.557   521.543
540.29   583.777
585.701   630.008
628.017   670.313
672.913   717.137
780.508   829.751
835.725   889.022
902.295   959.555
3812.27   4070.68
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
24
118.828   207.786
134.131   233.236
151.288   260.881
169.837   289.401
186.995   314.413
213.149   350.131
238.189   386.112
272.504   433.501
304.965   473.871
342.062   521.26
420.894   618.673
464.483   667.818
503.436   714.33
598.962   826.661
661.1   892.481
719.527   960.934
785.376   1030.26
846.586   1099.59
895.74   1151.37
982.455   1244.83
1097.46   1369.45
1206.9   1489.77
1397.95   1688.1
3791.66   4259.87
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
32
34.8029   28.4071
35.916   33.9359
44.4483   58.8594
55.763   89.1362
61.884   102.3
67.9124   117.219
87.574   159.607
94.3443   171.717
114.377   209.805
135.059   246.839
149.156   271.06
170.951   306.602
207.676   364.348
237.726   409.017
260.726   442.277
268.702   453.16
276.122   464.042
331.025   538.812
362.744   581.025
406.055   637.102
455.209   696.778
554.444   820.519
603.598   881.072
662.027   949.522
726.947   1023.24
780.738   1085.55
841.022   1153.13
941.649   1262.38
1069.64   1404.55
1206.9   1555.5
1397.95   1753.83
3791.66   4325.61
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
26
80.5838   155.937
95.7649   189.061
117.326   234.416
131.188   262.443
148.569   294.548
161.989   317.99
179.81   350.095
210.613   404.623
239.654   454.054
273.225   506.883
305.419   556.104
346.802   618.146
382.225   668.597
423.147   725.672
469.791   791.92
523.914   863.774
574.09   929.938
628.616   1001.95
682.325   1069.65
759.551   1160.87
842.056   1264.32
940.843   1383.06
1205.75   1692.89
1390.11   1905.91
1405.07   1921.2
3810.72   4518.64
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
23
127.007   264.482
135.808   283.337
150.769   313.914
167.71   347.547
186.411   385.767
211.493   430.613
243.175   485.14
274.65   539.475
312.26   600.31
351.422   664.01
402.686   736.883
504.333   888.745
552.737   956.017
606.86   1030.42
674.845   1120.11
763.731   1234.76
858.998   1360.63
991.227   1518.11
1108.72   1661.81
1263.38   1844.76
1397.59   2004.26
1610.13   2241.74
3810.72   4735.73
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
21
220.644   479.504
243.372   522.297
266.53   569.069
293.548   617.834
327.854   683.516
360.447   743.226
403.331   817.864
455.65   905.44
515.259   997.99
590.307   1119.4
646.485   1207.97
689.37   1273.65
750.694   1362.23
814.163   1456.77
894.356   1575.2
1002.43   1719.49
1097.2   1857.82
1197.98   1992.18
1216.85   2018.05
1321.05   2164.34
3810.49   5495.2
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
28
57.7411   106.157
74.5185   154.02
88.9657   193.905
102.947   229.801
136.036   309.129
150.67   342.101
168.378   380.214
186.088   421.872
208.458   471.507
260.654   576.981
284.888   624.844
307.259   666.502
338.017   722.342
368.775   779.068
405.126   844.657
477.828   971.403
518.84   1037.88
549.133   1088.84
633.019   1223.57
683.351   1305.11
761.646   1425.66
836.212   1537.33
918.235   1657.87
1002.12   1778.42
1100.93   1923.78
1216.5   2081.54
1320.89   2228.68
3810.47   5559.11
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
15
283.024   639.261
338.017   748.495
369.708   809.38
448.002   956.22
492.741   1035.91
534.219   1108.87
584.551   1193.04
619.97   1253.92
660.981   1318.39
720.634   1413.3
817.57   1565.51
920.099   1728.47
1291.06   2271.06
1320.89   2313.5
3810.47   5677.82
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
12
513.713   1089.18
603.193   1246.77
655.389   1334.51
711.314   1433
795.2   1569.1
903.321   1739.21
1011.44   1900.38
1164.31   2138.55
1261.23   2276.43
1291.06   2320.03
1320.89   2362.47
3810.47   5726.8
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
18
270.907   624.02
286.753   662.137
313.782   717.095
347.337   782.691
379.028   852.719
418.175   930.725
458.255   1007.85
506.257   1103.14
569.638   1221.92
616.242   1299.92
687.08   1429.34
780.288   1592.45
886.544   1775.05
1015.17   1994.89
1132.62   2179.26
1242.87   2365.15
1415.31   2647.21
3810.47   6640.22
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
15
276.214   664.796
310.529   742.802
335.569   795.987
359.683   851.833
393.998   922.747
426.458   991.005
490.451   1117.77
702.371   1526.85
772.855   1652.72
869.309   1828.23
963.907   1996.66
1067.78   2175.71
1236.85   2462.3
1408.43   2744.28
3791.66   6737.29
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
15
373.595   892.608
400.491   951.11
426.458   1006.07
457.991   1070.78
489.524   1134.61
532.186   1217.93
576.24   1308.79
637.449   1431.12
728.338   1601.31
802.533   1737.82
884.147   1892.06
991.728   2085.3
1073.35   2227.13
1211.35   2468.95
3791.66   6792.16
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
12
412.547   1016.21
455.209   1112.91
488.596   1185.43
520.593   1253.92
566.965   1356
613.336   1454.49
754.307   1746.37
854.469   1954.1
967.616   2186.9
1111.37   2458.19
1229.89   2693.04
3791.66   7528.62
+KVIDCutLine
OK:IMF_line
below
6
647.93   1546.97
710.532   1683.52
787.045   1846.92
944.708   2180.45
1079.19   2451.29
3791.66   7866.62
+KVIDCutLine
OK:gamma_line
above
22
33.1372   23.1207
36.9837   25.558
41.4313   31.245
56.0962   48.3057
80.3774   74.574
102.976   96.5093
115.718   110.05
146.249   141.463
159.111   154.191
181.71   175.585
214.766   206.457
248.182   238.142
285.806   273.887
324.872   311.259
379.084   363.795
576.219   557.422
679.775   659.082
779.284   763.125
807.857   790.183
863.296   853.363
918.201   912.736
3888.68   4030.52
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0704
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0704
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
19
40.5785   34.1523
61.5527   60.5153
85.9011   87.7693
112.571   116.333
149.594   153.701
166.893   171.067
189.806   194.402
213.273   217.575
304.667   311.326
385.698   397.132
409.163   422.727
443.393   458.254
530.734   549.913
601.302   622.664
644.988   670.536
731.707   759.099
787.665   817.185
856.385   890.589
6665.69   6870.97
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
22
54.977   57.7693
84.4285   96.0672
116.498   132.769
183.255   204.578
209.197   231.701
223.178   245.11
353.455   378.628
418.272   446.337
457.457   489.224
470.432   502.684
496.933   531.149
510.459   545.05
522.765   556.759
536.018   571.6
562.197   598.248
575.614   611.174
601.302   638.301
644.988   686.334
731.707   774.898
787.665   832.982
856.385   906.387
6665.69   6886.76
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
21
68.8847   80.9076
77.7201   93.5139
87.6262   106.37
106.844   130.375
146.931   177.45
170.165   203.78
186.524   221.543
218.924   255.163
284.372   323.62
430.28   475.906
512.1   562.049
544.536   596.031
561.099   613.904
610.119   666.78
625.853   684.653
658.703   719.517
691.483   753.854
708.005   771.856
786.553   855.457
854.826   930.758
6665.69   6905.6
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
15
132.532   217.908
181.779   290.838
206.402   326.67
255.649   393.698
327.136   486.864
392.004   567.381
431.454   613.752
471.964   659.703
566.486   769.308
611.761   818.209
740.173   964.91
850.316   1081.69
952.251   1192.13
1121.7   1382.25
6697.44   7489.81
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
20
37.0202   32.3881
41.6247   47.5537
46.5581   60.6656
72.7865   119.733
100.239   172.957
128.937   224.167
159.088   273.909
190.455   322
232.876   383.724
286.486   459.394
363.118   561.446
440.408   659.864
518.685   756.229
620.148   877.238
687.736   955.119
756.639   1032.37
779.168   1057.02
873.561   1163.97
1121.88   1442
6697.44   7549.79
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
20
96.8284   179.028
120.817   226.926
155.323   289.604
178.113   327.643
201.958   367.611
242.576   432.223
268.887   472.507
291.087   508.051
318.22   545.964
344.532   585.458
375.776   630.481
452.243   736.325
552.555   866.654
600.243   929.844
649.576   992.241
822.572   1203.46
899.861   1296.66
995.239   1407.24
1121.87   1549.26
6697.36   7657.05
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
22
141.529   278.245
152.949   299.08
166.79   324.082
183.055   353.847
226.313   431.235
245.345   460.404
274.069   509.219
298.639   549.698
333.936   601.489
371.657   661.018
409.377   716.975
460.248   790.792
506.273   854.489
600.747   981.885
646.08   1042.6
734.671   1156.3
817.379   1263.46
906.316   1372.4
1012.9   1504.55
1126.41   1642.06
1315.35   1855.18
6696.9   7998.6
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
13
238.661   485.197
291.547   584.118
321.297   635.175
352.697   691.017
422.111   808.287
496.482   931.141
565.4   1041.55
636.466   1150.05
724.059   1285.67
836.443   1443.62
930.647   1579.24
1041.37   1734.79
6730.8   10020.1
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
15
77.4091   148.538
123.012   259.494
146.827   310.09
198.003   417.497
242.594   506.262
326.199   664.708
360.908   724.626
393.844   785.43
431.593   851.559
555.734   1057.5
631.486   1174.66
818.206   1463.15
902.318   1586.1
1041.15   1780.94
6730.13   10065.8
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
13
305.623   642.579
330.198   686.518
363.386   749.542
398.856   814.784
438.379   886.685
472.327   944.382
513.37   1014.51
571.134   1107.26
635.485   1213.78
774.321   1435.7
858.687   1563.52
1065.16   1863.54
6729.83   10112.5
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
9
526.776   1058.12
569.631   1131.34
627.107   1232.09
681.306   1318.2
739.034   1416.73
812.896   1537.9
895.077   1670.59
1059.69   1912.48
6696.13   10161.9
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
10
266.423   577.736
359.336   771.59
409.492   872.107
495.333   1028.79
623.602   1264.92
704.181   1408.52
794.626   1568.07
876.85   1705.28
952.495   1829.73
6697.44   11704.8
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
14
267.174   610.046
317.866   720.899
351.661   787.783
392.496   873.246
421.363   934.556
462.902   1011.35
515.354   1118.49
576.255   1226.86
622.371   1319.76
669.895   1405.84
727.628   1514.83
862.455   1757.6
949.758   1906.22
6696.27   11784
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
6
562.878   1218.19
605.474   1304.28
673.063   1429.37
760.014   1595.34
839.221   1742.11
6695.92   11810
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
8
482.177   1098.99
524.934   1183.55
567.69   1274.49
617.024   1373.41
671.291   1486.7
799.56   1743.58
876.85   1904.72
6697.44   12735.2
+KVIDCutLine
OK:IMF_line
below
8
547.956   1250.56
600.579   1360.66
659.78   1486.7
727.203   1625.51
801.204   1785.05
873.561   1935.03
932.762   2061.08
6697.44   13004
+KVIDCutLine
OK:gamma_line
above
16
31.2522   24.5778
38.4515   28.8862
97.518   92.5566
158.057   154.312
230.704   224.525
296.643   289.95
357.509   353.301
397.924   398.301
502.64   510.004
555.816   565.057
601.302   613.728
644.988   661.6
731.707   750.163
787.665   808.248
856.385   881.653
6665.69   6862.19
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0705
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0705
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
28
35.1733   30.072
38.6667   35.5003
49.5946   51.3353
56.7421   60.192
76.3037   84.9146
93.004   103.65
115.023   129.333
127.959   143.289
159.109   177.034
222.345   244.213
293.188   318.205
359.471   387.418
393.927   423.805
404.364   434.128
429.743   461.143
479.799   511.981
512.821   547.831
529.768   564.089
547.692   581.401
601.923   638.918
673.312   712.828
756.589   795.69
830.281   871.039
934.293   984.589
1065.92   1120.48
1106.29   1163.4
1455.54   1510.27
3587.07   3629.68
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
23
43.5098   46.4136
51.2321   59.0567
71.0465   87.3301
76.5927   95.1801
83.3756   103.65
101.806   126.597
124.888   155.232
156.754   192.455
206.629   249.127
232.009   277.844
254.98   302.412
289.94   340.502
339.748   394.675
391.12   447.805
448.598   509.143
496.364   558.979
537.96   602.541
758.155   830.844
855.17   929.15
1046.41   1125.25
1110   1190.29
1455.54   1543.04
3587.07   3662.45
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
27
56.3227   69.4824
66.3114   85.7404
76.5246   101.224
91.9005   122.902
104.583   140.192
113.225   151.805
130.285   174.257
168.444   220.45
208.735   268.451
230.396   293.998
254.301   320.838
286.063   356.709
370.687   450.387
418.05   500.967
463.616   549.741
513.672   604.193
566.982   658.902
631.46   727.62
702.728   801.943
781.442   884.312
858.244   963.262
936.977   1045.52
1023.79   1133.64
1086.15   1198.68
1188.19   1302.82
1455.53   1579.68
3587.06   3699.17
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
22
142.053   248.982
171.821   297.096
210.323   356.626
250.608   416.971
272.89   450.814
320.305   518.499
383.228   604.533
423.691   657.948
470.571   719.109
527.433   790.464
576.096   853.256
629.393   920.126
679.839   982.105
898.375   1244.29
985.184   1349.07
1089.82   1471.39
1204.97   1596.57
1325.64   1736.02
1378.76   1798.81
1490.35   1926.43
1695.7   2167.41
3622.24   4184.51
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
35
32.1763   27.1907
35.6444   37.5571
48.8231   71.0487
78.6486   137.235
96.6826   173.118
109.861   198.636
138.646   252.063
154.253   279.176
211.823   376.46
263.15   457.798
285.346   490.492
308.929   527.971
339.795   572.626
371.354   617.282
382.105   633.231
393.55   649.976
451.467   731.313
498.633   795.107
581.52   905.15
593.311   920.302
617.241   952.198
665.101   1013.6
677.239   1028.75
700.128   1059.05
712.267   1073.4
784.403   1163.52
861.394   1257.61
970.292   1392.38
1061.85   1497.64
1156.87   1607.68
1282.62   1754.73
1380.42   1868.76
1490.97   1996.82
1695.69   2237.56
3621.64   4259.1
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
25
117.055   223.903
130.774   252.763
145.44   282.123
164.363   319.965
182.341   350.53
203.157   389.829
225.865   431.31
254.881   480.069
282.636   526.644
307.867   568.853
371.261   670.01
430.239   758.794
486.379   842.485
546.303   933.453
701.792   1147.41
779.379   1253.66
881.565   1387.56
969.559   1506.19
1067.96   1630.63
1175.82   1765.99
1286.84   1902.08
1385.88   2025.07
1532.53   2196.81
1687.08   2378.75
3604.03   4396.05
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
23
173.064   345.436
185.18   368.817
204.026   406.226
249.123   490.397
272.681   532.482
300.277   582.36
371.624   699.264
416.047   772.523
486.048   881.633
548.645   981.387
610.569   1071.79
661.723   1145.05
722.974   1232.34
777.493   1313.39
863.648   1431.86
957.206   1561.23
1059.52   1695.28
1230.48   1924.42
1345.58   2069.37
1437.11   2184.71
1615.49   2396.7
1805.97   2636.74
3604.44   4804.91
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
16
310.633   629.256
372.45   744.967
460.445   901.432
504.6   977.117
599.848   1137.22
668.288   1246.38
747.767   1373.74
807.691   1470.53
886.855   1592.79
960.972   1708.5
1049.28   1842.4
1200.99   2068
1308.54   2225.92
1375.71   2324.17
1389.59   2344.55
3604.27   5609.93
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
24
59.0789   105.622
69.9099   132.548
82.6888   164.249
129.599   273.39
176.276   373.818
229.893   485.891
263.325   554.299
290.133   606.696
320.096   664.188
366.773   755.156
424.174   857.04
523.838   1038.25
585.34   1143.04
623.818   1211.45
736.729   1395.57
805.484   1504.73
883.07   1630.63
1010.17   1831.49
1075.46   1931.19
1170.71   2070.91
1225.27   2154.61
1306.33   2276.87
1389.27   2395.49
3603.96   5661.6
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
14
429.199   884.39
453.894   929.114
496.228   1007.38
535.034   1074.47
607.796   1206.49
673.061   1320.02
810.647   1548.8
886.495   1676.09
965.871   1801.67
1031.14   1906.6
1226.94   2217.95
1341.59   2374.48
1389.21   2442.68
3603.81   5708.67
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
13
678.353   1347.55
722.45   1419.79
770.076   1505.8
828.285   1609.01
891.786   1712.22
964.107   1830.91
1032.9   1935.84
1112.28   2068.3
1212.82   2228.26
1304.55   2360.72
1341.59   2411.29
1389.21   2479.5
3603.81   5745.48
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
10
552.399   1143.29
663.732   1348.51
719.871   1448.21
769.388   1539.18
832.782   1657.8
912.261   1790.98
974.077   1899.41
1062.07   2042.05
1143.44   2178.14
3604.76   5906.36
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
11
388.606   851.46
426.009   923.507
546.459   1168.03
652.963   1367.43
711.286   1479.5
840.929   1707.29
895.766   1810.63
957.893   1919.06
1032.38   2058.06
1182.94   2317.86
3623.02   5995.15
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
8
771.302   1603.95
865.127   1774.24
930.741   1903.05
999.84   2028.22
1058.48   2140.29
1118.71   2243.63
1196.68   2372.44
3620.91   6025.71
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
9
543.328   1196.17
585.874   1285.62
635.512   1383.66
764.924   1641.69
819.88   1750.06
892.564   1894.56
961.702   2025.29
1046.79   2181.82
3621.74   7221.98
+KVIDCutLine
OK:IMF_line
below
7
733.014   1603.85
780.879   1693.29
844.699   1824.03
906.746   1946.16
974.111   2076.89
1043.25   2216.22
3621.74   7518.02
+KVIDCutLine
OK:gamma_line
above
22
25.9591   19.665
33.1549   24.8255
65.6236   63.9592
84.4905   84.8592
100.988   103.953
125.734   131.045
149.867   156.245
173.297   183.252
207.52   219.806
364.664   383.063
413.478   434.568
459.934   481.529
522.697   546.541
574.964   600.498
643.683   670.392
701.801   730.046
771.111   795.71
934.293   971.256
1065.92   1107.15
1106.29   1150.07
1455.54   1496.94
3587.07   3616.35
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0706
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0706
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
25
43.4406   33.7655
49.3136   42.7409
60.403   57.4788
75.1532   75.0993
99.8637   104.831
125.359   133.23
134.265   142.742
151.73   161.642
178.098   189.293
193.706   206.273
209.05   222.445
243.072   258.877
258.192   274.976
282.188   300.207
322.18   341.318
370.613   392.975
400.215   424.665
426.866   452.082
497.509   527.57
545.057   577.19
612.071   648.331
660.366   695.981
707.076   748.053
755.878   798.327
3592.58   3889.7
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
21
55.011   53.8534
61.9358   64.4529
82.7737   91.9625
103.042   118.286
134.23   156.331
168.332   194.844
187.872   217.738
206.519   238.216
265.449   303.234
286.229   324.834
308.187   347.541
388.612   433.457
419.424   466.79
449.625   499.966
506.022   560.788
529.403   583.707
612.679   668.987
658.135   717.341
709.967   773.194
754.66   821.188
3592.53   3908.08
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
24
69.4731   78.0442
77.4016   89.3277
82.1959   96.2696
90.4091   107.944
116.164   143.437
163.47   202.161
199.861   244.492
218.088   265.417
238.487   288.264
257.351   309.626
282.625   337.394
308.608   365.484
337.443   397.087
363.337   424.672
390.717   454.687
419.401   485.669
445.676   513.243
479.846   550.077
509.546   580.679
554.9   629.569
602.415   680.723
657.753   737.355
716.748   799.699
3610.35   3929.79
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
21
157.751   247.847
178.434   281.753
191.273   300.12
206.061   322.719
242.364   374.773
287.079   436.983
342.42   510.197
402.366   586.966
441.326   636.058
480.286   684.302
558.206   779.102
601.594   834.118
647.637   889.135
694.566   944.151
738.839   994.929
799.047   1065.18
838.895   1113.26
920.183   1206.62
1011.83   1313.27
1115.43   1437.69
3625.87   4216.51
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
28
38.3549   30.6251
41.2769   38.3273
52.8449   65.0208
66.8665   94.6131
87.6749   134.902
117.946   189.473
139.216   225.92
148.719   242.337
158.48   259.172
167.469   274.273
175.606   288.263
249.447   402.704
274.632   440.433
300.811   478.057
324.617   512.921
347.518   544.73
409.284   629.176
463.41   699.856
517.089   770.264
565.568   830.481
615.859   892.963
705.817   1002.85
768.06   1077.88
839.768   1161.95
920.183   1256.72
1011.83   1363.37
1116.79   1484.04
3625.87   4266.62
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
22
115.194   194.656
127.892   219.971
159.47   277.876
173.766   302.28
200.037   348.31
216.136   375.582
260.447   448.52
288.535   493.175
317.2   536.071
365.49   610.965
402.813   662.652
444.752   724.534
490.253   790.638
548.732   871.369
602.46   942.289
662.15   1016.73
721.213   1091.98
864.39   1273.91
965.545   1399.99
1021.91   1465.38
1126.57   1590.91
3662.23   4397.49
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
20
187.42   334.51
218.905   391.637
240.776   428.836
258.321   460.72
282.596   500.576
306.631   539.989
327.781   575.416
351.575   610.401
396.76   681.699
507.558   849.538
568.571   936.537
622.78   1011.97
673.875   1081.59
731.09   1162.8
799.02   1253.98
881.251   1360.12
953.545   1455.54
1038.11   1561.93
1242.52   1810.94
3662.55   4729.72
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
15
287.001   539.084
306.502   573.199
331.411   618.684
358.058   663.069
385.67   711.489
457.694   833.273
497.857   899.297
542.462   970.832
624.333   1099.95
687.475   1198.26
737.485   1274.18
797.541   1364.06
868.403   1463.83
933.865   1557.37
3644.89   5591.64
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
22
61.1789   89.2591
77.6035   128.29
101.046   181.02
150.321   283.121
191.639   365.516
212.314   403.525
235.185   448.759
278.068   533.85
317.233   607.776
362.717   688.681
393.039   741.671
461.545   860.571
535.384   983.609
571.885   1040.99
609.225   1101.74
635.056   1142.58
670.571   1202.54
719.424   1276.21
768.839   1354.53
840.854   1460.77
906.27   1555.89
3644.26   5629.59
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
13
395.308   757.529
417.555   796.848
442.473   843.863
473.619   897.718
536.801   1007.99
570.617   1062.69
608.883   1127.66
653.377   1201.17
708.371   1284.34
768.437   1388.2
821.831   1472.82
974.001   1698.33
3643.85   5670.93
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
8
608.259   1144.58
640.295   1194.59
731.064   1345.89
777.781   1424.1
833.846   1512.57
887.24   1602.33
927.288   1662.59
3643.85   5704.53
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
11
390.59   769.013
417.155   819.302
443.718   870.619
549.168   1064.6
586.197   1134.39
622.689   1200.07
664.546   1272.43
710.965   1357.1
789.313   1493.09
860.955   1616.25
3626.53   6206
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
12
379.13   773.287
408.913   831.786
437.356   888.749
464.724   942.118
492.094   996.515
539.318   1084.26
581.98   1158.67
620.351   1227.43
666.77   1314.68
719.897   1410.64
785.1   1527.13
3626.35   6243.11
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
8
562.898   1134.32
604.072   1212.54
645.246   1292.04
690.404   1376.66
735.563   1460
799.314   1571.56
845.802   1656.18
3625.87   6270.49
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
6
550.946   1139.46
589.463   1215.11
674.466   1379.23
772.754   1571.56
884.317   1776.71
3625.87   6836.46
+KVIDCutLine
OK:IMF_line
below
5
570.867   1194.59
625.324   1303.58
691.733   1434.36
763.455   1577.97
3625.87   6979.04
+KVIDCutLine
OK:gamma_line
above
20
36.244   25.8637
40.605   28.4222
51.0714   40.5549
117.358   114.672
153.119   153.051
216.266   218.585
259.545   260.833
313.258   314.496
345.357   347.573
377.748   377.366
411.785   413.486
445.792   448.404
474.457   478.062
523.853   528.516
545.935   548.978
620.011   621.473
663.763   665.216
711.178   716.348
755.646   761.806
3574.86   3751.27
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0707
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0707
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
21
36.8926   30.419
50.2479   47.8546
59.5965   59.1364
84.5897   86.1446
96.4187   98.4522
111.491   112.811
127.708   128.195
147.741   146.998
170.254   168.878
192.194   189.391
213.754   209.562
235.122   230.758
273.776   265.925
305.964   296.208
408.739   399.643
515.773   503.233
572.055   561.009
611.004   601.057
710.98   706.494
838.14   844.546
5572.63   5944.85
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
16
54.2759   58.1332
70.2638   78.8704
105.109   117.324
117.408   130.644
154.713   169.373
232.602   248.065
283.162   296.817
323.487   335.6
366.224   377.308
412.138   421.499
516.535   522.719
571.864   577.077
610.813   615.758
711.743   722.905
839.474   859.846
5572.7   5962.48
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
15
62.6115   72.6905
88.1648   106.886
111.474   135.658
169.244   199.769
192.786   223.669
210.739   241.197
235.336   265.505
264.715   293.385
333.313   363.287
437.74   464.942
498.029   525.113
608.906   635.244
711.743   739.998
841.876   877.536
5572.7   5980.74
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
20
106.522   185.856
140.935   241.993
151.556   256.604
176.834   295.053
206.362   335.426
240.775   379.643
279.861   431.551
320.859   482.305
354.422   525.369
398.819   578.43
446.615   634.183
494.411   688.013
547.091   750.302
602.96   813.745
676.883   896.027
759.304   991
852.135   1090.97
943.69   1193.24
1080.92   1344.74
5488.74   5980.66
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
21
33.5646   28.7023
38.9223   47.6972
51.6469   81.3141
68.5237   121.08
89.4758   164.597
104.388   194.517
134.899   249.23
151.801   277.589
199.878   353.494
305.489   503.453
342.972   548.806
383.155   602.785
424.959   654.459
471.557   710.742
512.614   761.581
561.299   820.065
640.995   915.038
825.434   1129.17
936.607   1253.53
1075.91   1407.95
5461.86   6043.79
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
15
99.3851   199.698
120.502   243.165
139.963   278.39
160.668   316.612
200.417   386.31
252.589   470.998
318.012   567.677
404.137   689.838
528.77   856.964
608.685   956.642
713.857   1090.04
821.514   1223.44
957.741   1379.33
1080.31   1514.23
5488.02   6150.33
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
16
126.299   264.15
142.034   296.377
161.909   337.597
212.426   430.528
240.581   479.242
273.292   530.954
310.973   592.409
354.035   659.859
395.855   719.066
469.145   827.736
638.497   1054.82
751.537   1200.21
856.709   1329.87
969.751   1470.76
1186.3   1733.07
5489.27   6631.48
+KVIDCsIRLLine
ID:Z=3 A=6
